book_id,chap_num,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
12,1,5.313496400613509e-05,5.313496369869808e-05,5.313496382527732e-05,5.31349637324832e-05,5.3134963817869024e-05,5.3134963722728075e-05,5.313496371798294e-05,5.313496381960121e-05,5.313496358211938e-05,5.313496428616124e-05,0.03317131274456051,5.3134964108822124e-05,5.313496383998876e-05,5.313496413589523e-05,5.313496355686491e-05,5.313496361012383e-05,5.313496355966856e-05,0.9658722579071531,5.3134963895371434e-05,5.313496337056712e-05
12,2,0.00015290520083716518,0.00015290520064355798,0.00015290520141607544,0.00015290520014263313,0.0001529052013059139,0.00015290520077613912,0.00015290520026958694,0.00015290520040487512,0.0001529052011668614,0.00015290520080872227,0.000152905201864399,0.0001529052019405784,0.00015290520170268139,0.00015290520239918744,0.00015290520026602365,0.00015290520172385526,0.00015290520087495396,0.9970948011790902,0.0001529052012353725,0.00015290520113129448
12,3,8.26446293721151e-05,8.264462934990162e-05,0.08440157636273553,8.264462945775375e-05,8.264462967110592e-05,8.264462996439862e-05,8.2644629815815e-05,8.264462962432626e-05,8.264462941259162e-05,8.264462956835278e-05,8.26446298089833e-05,8.26446295826064e-05,8.264463008995342e-05,8.26446297726279e-05,8.264462904978287e-05,8.264462932258717e-05,8.264462919734183e-05,0.9141108203054861,8.264462964386225e-05,8.264462907436696e-05
12,4,5.58659227628785e-05,5.586592242149806e-05,5.5865922514738144e-05,5.586592259194804e-05,0.8184352065512572,5.586592266501023e-05,5.586592251061963e-05,5.5865922680800485e-05,5.586592290201413e-05,5.58659224550137e-05,5.5865922601920894e-05,5.586592274088772e-05,5.586592259976272e-05,5.5865923118484865e-05,5.586592244403205e-05,5.5865922374162476e-05,5.5865922490283924e-05,0.18055920684191915,5.586592270475074e-05,5.586592224474845e-05
12,5,0.00010526315945723782,0.00010526315916032316,0.00010526315900952421,0.00010526315908174932,0.00010526315962017869,0.00010526315944450014,0.00010526315907019183,0.00010526315929190643,0.00010526315983092596,0.00010526315924920764,0.00010526316031218367,0.00010526315989735595,0.00010526315935661186,0.9979999999423392,0.00010526315870168992,0.00010526315872473241,0.000105263159208326,0.00010526319020656027,0.00010526315921958806,0.00010526315881822085
12,6,0.06050038413242927,0.00010706638396828132,0.00010706638254760326,0.00010706638248242062,0.645055580928305,0.07516442201162549,0.00010706638282667865,0.00010706638324128297,0.00010706638309699568,0.00010706638373402514,0.21756655079758694,0.00010706638258278329,0.0001070663832951576,0.00010706638382238529,0.00010706638297530932,0.0001070663825790615,0.00010706638287195153,0.00010706638352674824,0.00010706638342499157,0.00010706638307758164
12,7,3.043213695998944e-05,3.0432136701826585e-05,3.0432136766783506e-05,3.04321366403735e-05,0.9994217894001503,3.0432137093405444e-05,3.043213673150511e-05,3.0432136774281733e-05,3.0432136936642512e-05,3.043213688785616e-05,3.043213683269402e-05,3.0432136892460105e-05,3.0432136786410845e-05,3.0432136991807275e-05,3.0432136681085747e-05,3.0432136739916708e-05,3.0432136774666804e-05,3.0432136960572145e-05,3.043213690483859e-05,3.0432136792681687e-05
12,8,5.1229509428255324e-05,5.1229508951558144e-05,5.122950909879962e-05,5.1229508754351696e-05,0.992243080514317,0.006834788323430862,5.122950870871361e-05,5.122950903295031e-05,5.122950908169955e-05,5.1229509291081015e-05,5.12295089760517e-05,5.122950902096411e-05,5.122950892026208e-05,5.1229509035713e-05,5.122950895731451e-05,5.122950881207109e-05,5.122950896670998e-05,5.122950900505005e-05,5.122950926929802e-05,5.1229508941253094e-05
12,9,0.00015432099048488576,0.00015432099052879869,0.00015432098977294817,0.00015432098928190967,0.997067901196859,0.00015432098987015622,0.00015432098867083772,0.00015432098934053351,0.00015432098963762012,0.00015432098989935116,0.00015432098919741539,0.00015432098964487974,0.00015432098971851748,0.00015432098966179105,0.0001543209900542116,0.00015432098887231617,0.00015432098891583857,0.00015432098932385472,0.00015432099075033166,0.00015432098951494437
12,10,7.385524482610221e-05,7.385524485344911e-05,7.385524465412867e-05,7.385524470038397e-05,0.9985967503501073,7.385524507425218e-05,7.385524457856206e-05,7.385524474639164e-05,7.385524498308635e-05,7.385524478060207e-05,7.385524486782754e-05,7.385524456683493e-05,7.385524471316881e-05,7.385524469399044e-05,7.385524449649669e-05,7.38552444100439e-05,7.385524465400566e-05,7.385524486307409e-05,7.385524485486198e-05,7.385524457513395e-05
