term_str,stem,n,rank,p,i,stop,max_pos,n_pos,cat_pos,df,idf,tfidf_mean,tfidf_sum,dfidf,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
act,act,202,721,0.0001359928691263872,12.844181374733498,0,NN,5,"{'NNP', 'VBP', 'JJ', 'NN', 'VB'}",117,2.012278329778437,0.0002451624539314691,0.11571667825565342,235.4365645840771,0.014830614619160637,0.023267462657414077,0.02783418355541041,-0.012533383848388443,-0.00893469679656406,-0.012878844821017458,-0.0035897142158661187,0.01712017048457508,0.010221815111128749,-0.03239201414254909
sleep,sleep,202,721,0.0001359928691263872,12.844181374733498,0,VB,5,"{'VBP', 'RB', 'JJ', 'NN', 'VB'}",117,2.012278329778437,0.0002555658945428712,0.12062710222423521,235.4365645840771,-0.05235615396824368,-0.0015700871821282428,0.004606868104200861,-0.026301134132704893,0.030358633242158848,-0.062151849078800024,-0.03217672612333633,0.022629547313375305,-0.018592372544530614,0.007682029854026714
aid,aid,184,807,0.0001238746926695804,12.97883090142828,0,NN,5,"{'NNP', 'VBD', 'VBN', 'NN', 'VB'}",117,2.012278329778437,0.0002996694959350909,0.1414440020813629,235.4365645840771,0.04248751620729083,0.015306329012117467,0.014721982767570753,0.027138901970354585,0.015494275008144058,-0.0027332714391214855,0.014800159227095861,-0.01206144442246073,-0.04942984336018331,-0.0013686667399198961
wrong,wrong,179,824,0.00012050853254268964,13.018577080221036,0,JJ,5,"{'VBP', 'RB', 'JJ', 'NN', 'VB'}",117,2.012278329778437,0.0002510564296956642,0.1184986348163535,235.4365645840771,-0.007079613002413774,0.0013988623256265037,0.0045090286340385925,-0.02348135430020193,0.016856842817029163,0.014984370397639344,-0.0008545585749318725,0.0008049712997840227,-0.009211715631498646,-0.0106382780969608
sir,sir,339,448,0.00022822565660319435,12.097251394348948,0,NN,9,"{'NNP', 'VBD', 'RB', 'FW', 'VBZ', 'UH', 'JJ', 'NN', 'VB'}",117,2.012278329778437,0.00043500393900284704,0.20532185920934382,235.4365645840771,-0.005327853459599376,0.028602183765560407,-0.013305101355587356,0.03025729377289009,-0.009225957270882814,0.05319013588772105,-0.07400782557886594,0.09816268549212274,0.046484799372831044,-0.024180906883879992
special,special,170,858,0.00011444944431428625,13.093001921347591,0,JJ,2,"{'JJ', 'NNP'}",116,2.024662054234269,0.0002218107280576617,0.10469466364321632,234.86079829117517,0.012979055048609852,-0.019163092910334495,0.019314920779729294,-0.007443916654816885,-0.0050795117432104525,-0.0018659136586691757,0.007674253358553003,0.0064844508977014515,-0.00906315481050045,-0.022699664017021885
field,field,210,699,0.00014137872532941242,12.78814733981917,0,NN,2,"{'NN', 'NNP'}",116,2.024662054234269,0.00030396878815371455,0.14347326800855326,234.86079829117517,-0.017403850810383644,0.02795803569993638,-0.028060539371095088,0.0030628360226667367,-0.0389746283582997,0.04398919047104005,-0.0021268383511808407,0.008388363103993296,0.003256882771285306,-0.05473459130167527
girl,girl,289,520,0.00019456405533428662,12.327467174984614,0,NN,5,"{'NNP', 'NNS', 'JJ', 'NN', 'VB'}",116,2.024662054234269,0.0003638070401940596,0.17171692297159613,234.86079829117517,-0.08277842119471224,-0.026104682834295716,0.007287300890434462,-0.044651668953997595,0.04413329080370446,-0.07137719334329978,0.015917232314758497,0.03467177310453223,-0.0011527188467566683,0.008924887849039668
attend,attend,163,901,0.00010973682013663918,13.153664703254215,0,VB,4,"{'JJ', 'NN', 'VB', 'VBP'}",116,2.024662054234269,0.00028387674616137354,0.13398982418816832,234.86079829117517,0.008927069880841437,-0.012875588942320264,-0.025319347967884452,0.006132702505136583,-0.007322124825353533,0.0014504456951738303,0.0045928034673056286,0.03403656144663566,0.008439939547442411,-0.007113950056924025
black,black,690,241,0.0004645300975109266,11.07194030581976,0,JJ,2,"{'JJ', 'NNP'}",239,0.9817762413810928,0.00043329901389915017,0.20451713456039888,234.64452169008118,0.026707421868878842,0.028455346727916737,0.02271873714429802,-0.006077671793278904,0.034964738425729586,-0.02663148788941699,-0.045636371787928585,0.0150705744639583,0.023619158755113865,-0.06422006512953818
start,start,183,812,0.00012320146064420225,12.98669301920125,0,VB,5,"{'NNP', 'VBP', 'JJ', 'NN', 'VB'}",115,2.0371529984174663,0.0002940844720639086,0.13880787081416485,234.27259481800863,-0.007422046707479589,-0.02057660238996825,-0.03276349011068211,-0.026967664890263154,-0.02116431234388676,-0.020872231804244974,-0.053273708225833834,-0.01844414087421169,-0.013374785691832536,0.01589005143209239
cut,cut,178,829,0.00011983530051731148,13.026659426518895,0,VB,7,"{'NNP', 'VBP', 'VBD', 'VBN', 'JJ', 'VB', 'NN'}",115,2.0371529984174663,0.00024619109065925386,0.11620219479116782,234.27259481800863,-0.02219023150370236,0.017479559263714046,-0.0021491756337064798,0.0004673410078137548,-0.018490791889007818,-0.0077463438121472845,-0.009988511371070586,0.031159170689433684,0.0016965254838521731,-0.004643216995311699
ignorant,ignor,197,750,0.00013262670899949643,12.880341038028917,0,JJ,5,"{'NNP', 'VBP', 'JJ', 'NN', 'VB'}",115,2.0371529984174663,0.00028726015677326647,0.13558679399698179,234.27259481800863,0.03455031437153372,-0.012604690605072405,-0.018042560276912985,-0.04313739813559541,0.03225391272423311,-0.008922391004308734,-0.007826761561920473,-0.013319149216966872,0.006880382941941342,-0.028378472704235904
pleased,pleas,168,873,0.00011310298026352995,13.110075434706532,0,JJ,3,"{'JJ', 'VBD', 'VBN'}",115,2.0371529984174663,0.00023747205012535495,0.11208680765916754,234.27259481800863,0.00032420832418013113,-0.005823246452734699,-0.010451543191942303,0.003535718506295626,0.022362904937898106,0.007793352910391392,-0.010068160312782582,0.00676706218316828,-0.0032316058103182108,-0.027171291881532725
father,father,845,208,0.0005688810614445405,10.779585326315745,0,NN,8,"{'CC', 'NNP', 'RB', 'NNS', 'JJ', 'NN', 'VB', 'JJR'}",240,0.9757524537533226,0.0006627570616837414,0.31282133311472593,234.18058890079743,-0.08007389513375426,0.03663508801639575,-0.0004101738376892068,-0.006744608401933862,0.018197911879356283,-0.0763693990837765,0.10740648518578938,-0.08783763105148605,0.09560898424709262,-0.0029146529557202163
year,year,741,230,0.0004988649308052124,10.969063125179458,0,NN,2,"{'NN', 'NNP'}",241,0.9697537131318796,0.0005155650641165108,0.2433467102629931,233.71064486478298,0.024390645793084337,-0.04053543164611794,-0.0471251696372815,0.052354749314144536,-0.04205314700651885,-0.0013704938759171803,0.04419798881603295,0.06342888498372108,-0.0304727935323175,-0.05147623413329338
world,world,540,295,0.0003635452937042034,11.425577260434462,0,NN,2,"{'NN', 'NNP'}",242,0.9637798120872467,0.00036954716334712545,0.17442626109984322,233.2347145251137,0.009883881718323906,-0.012333688544017089,0.010834705980730322,-0.01340061783043689,0.02114743361410255,-0.003586078621346066,0.020325641220171133,-0.023027554565346865,-0.0032660009204097404,-0.010997130949651135
minister,minist,257,570,0.0001730206305221857,12.496768308291413,0,NN,3,"{'VB', 'NN', 'NNP'}",113,2.0624640869466537,0.0003250101364878609,0.15340478442227035,233.05844182497188,0.0032048667767167,-0.05169656107632567,0.021863469962164588,0.006172803962898423,0.03066037975998999,0.07592901082829129,0.013841493583104342,-0.022070245935676313,-0.054572302077236186,-0.04580273537418581
noble,nobl,194,763,0.00013060701292336196,12.902480015298165,0,JJ,3,"{'JJ', 'NN', 'NNP'}",113,2.0624640869466537,0.0002723067243782437,0.12852877390653103,233.05844182497188,-0.0012397582136090236,0.02032518864897979,0.020891258333592694,-0.007968755931750063,0.08349697820241274,-0.03531000379170753,-0.014711970246125593,0.024155977288214864,-0.008887844811306748,0.03090128433184227
reply,repli,200,733,0.00013464640507563087,12.858536667710567,0,NN,4,"{'VB', 'NN', 'VBP', 'NNP'}",113,2.0624640869466537,0.0002766156469713108,0.1305625853704587,233.05844182497188,-0.002860745857888452,0.02726380397491918,0.011663315168671385,-0.022922010586996895,0.02681590551473853,-0.023106718414547783,-0.022288836241191653,0.054660928772189234,-0.014375601497865969,0.007952291513718285
write,write,206,710,0.00013868579722789982,12.815892330302074,0,VB,6,"{'NNP', 'VBP', 'VBD', 'JJ', 'VB', 'NN'}",113,2.0624640869466537,0.00028360126045764116,0.13385979493600664,233.05844182497188,-0.0037496515789702226,-0.0025278021501242013,-0.016792522723173848,0.002824944896232134,0.02089483689222853,-0.009427187170369533,0.008241640992530094,-0.02019279520180229,0.02055324179205638,-0.03954386137434119
full,full,507,312,0.0003413286368667243,11.516550920481953,0,JJ,3,"{'JJ', 'NN', 'NNP'}",243,0.9578305457560604,0.0003094829770376557,0.1460759651617735,232.7528226187227,-0.013781019905719985,-0.02010250701346766,0.023638676884955735,-0.008324230609351816,0.013114475537638401,-0.009876958128204886,-0.013898664498485725,0.01738243889018695,-0.013873989390596937,-0.007633522832228031
anything,anyth,575,278,0.00038710841459243877,11.334974711653555,0,NN,3,"{'NN', 'NNP', 'VBG'}",243,0.9578305457560604,0.00034680583644387304,0.16369235480150807,232.7528226187227,-0.019262902725268004,-0.043737171022924,0.005614997736398032,-0.02568622669169138,0.011863861315311239,-0.021894907133124066,-0.027307325316390962,-0.030198974959311373,0.0222273721702424,-0.02190473031757279
sense,sens,193,767,0.0001299337808979838,12.909935820217212,0,NN,4,"{'NN', 'VBP', 'NNP', 'VBN'}",112,2.0752881273042374,0.0002391235297108135,0.11286630602350398,232.4322702580746,0.013581330911336103,0.008165804145875453,0.022961683872525916,0.002920842662668463,0.030922079656525974,-0.012919933117381393,0.0009419482411969916,0.022246753362347025,0.0006905881662277808,-0.024444078963161125
personal,person,175,837,0.00011781560444117702,13.051181745652963,0,JJ,2,"{'JJ', 'NNP'}",112,2.0752881273042374,0.00023783366439725147,0.11225748959550269,232.4322702580746,0.02962845681603565,0.014561325839516503,0.017607548444957218,0.027656547306514376,0.02663371849325047,-0.0199367685857611,0.005274598922161469,0.001739876687288237,-0.006623309144561011,-0.03050805405304524
result,result,162,906,0.00010906358811126102,13.162542854600668,0,NN,3,"{'VB', 'NN', 'NNP'}",112,2.0752881273042374,0.00022693404719131832,0.10711287027430225,232.4322702580746,0.028798126660688286,0.0015909988540482064,0.015669816752324053,0.012516979068021251,0.005355424331383624,0.0068236742042091314,0.0018231069394479774,0.006874962912698493,-0.011770177538709582,-0.029177575307399676
office,offic,209,702,0.0001407054933040343,12.795033725404409,0,NN,2,"{'NN', 'NNP'}",112,2.0752881273042374,0.00031526511823768924,0.14880513580818933,232.4322702580746,0.032127911881259484,-0.015196544461252992,-0.0008544017156204023,-0.009341330072542908,0.012846564933904112,0.010581960472960363,-0.017377309907596488,0.02181915142782581,-0.013630849613449033,-0.004535580088162807
sad,sad,173,843,0.00011646914039042071,13.067764629848568,0,JJ,5,"{'NNP', 'VBD', 'JJ', 'NN', 'VB'}",112,2.0752881273042374,0.00027251312217608554,0.12862619366711237,232.4322702580746,-0.029066313070655506,-0.00980834536127273,0.0039547873344632604,0.0016877245515537684,-0.008300218077889556,-0.013904827453443744,0.006554757688718419,0.005641232430291914,0.025036106155000445,0.011385500774700416
respect,respect,244,594,0.00016426861419226968,12.571655519922405,0,NN,4,"{'VB', 'NN', 'VBP', 'JJ'}",112,2.0752881273042374,0.00026615214832131294,0.1256238140076597,232.4322702580746,0.048736021021997436,0.00250728497675947,0.01716866716943404,-0.013354959655866706,0.008510914151719565,-0.01972507777930707,-0.008160590092043566,0.01285540858772522,-0.016212707874822728,-0.051991315418175345
institution,institut,363,422,0.00024438322521227004,11.998567119489541,0,NN,2,"{'NN', 'NNP'}",112,2.0752881273042374,0.0006501150819292733,0.306854318670617,232.4322702580746,0.12702955898362223,-0.057028880834581054,-0.12969026641727813,-0.1062293950998402,0.0009456868567888023,-0.07929812997496387,-0.0058135464955896225,-0.04052677641045122,-0.017939047270478868,0.03848827957154608
third,third,195,759,0.00013128024494874011,12.895062543735682,0,JJ,3,"{'JJ', 'NN', 'NNP'}",112,2.0752881273042374,0.0002500492264736171,0.11802323489554727,232.4322702580746,0.007402413306567342,-0.009973899838935681,0.013351117896070854,0.03495654405670404,-0.03571511017667709,0.0024462886621394405,-0.0003435990631043866,0.06182932430741491,0.03213035924347693,-0.01925986494126664
help,help,846,207,0.0005695542934699186,10.777879004365342,0,VB,5,"{'NNP', 'VBP', 'VBZ', 'VB', 'NN'}",244,0.9519057117989549,0.0004958276555055582,0.23403065339862344,232.264993678945,-0.04616366927439258,-0.09668559737975525,-0.013725031884855918,-0.008013931186705235,-0.028440177287310922,-0.046354245192388364,-0.03537433080578063,-0.03460055251126198,0.025069485856921155,-0.05661946987827947
beginning,begin,166,884,0.00011175651621277364,13.127353426138367,0,NN,4,"{'JJ', 'NN', 'NNP', 'VBG'}",111,2.0882271830117354,0.00025024591791043664,0.11811607325372608,231.79321731430264,0.02563480189292065,-0.012739494874964973,-0.01749673640239842,0.013299505515791569,-0.013544784752795653,-0.02152696020078321,0.007017816345570474,0.0015176967172314925,-0.006390742535300909,-0.024288543972091483
bear,bear,157,928,0.00010569742798437025,13.207772108593666,0,VB,6,"{'NNP', 'VBP', 'JJ', 'IN', 'NN', 'VB'}",111,2.0882271830117354,0.0002211949932343627,0.1044040368066192,231.79321731430264,-0.011883347323858756,0.015552394047716089,0.0218178768088224,-0.01468740051653494,0.04105002389191668,-0.010080381352358763,-0.005197884464564044,0.0194964162708391,0.0004069170188321116,-0.002083492350531705
important,import,185,800,0.00012454792469495857,12.97101139696898,0,JJ,2,"{'JJ', 'NNP'}",111,2.0882271830117354,0.00025446328166024354,0.12010666894363496,231.79321731430264,0.04393234564394227,-0.00011871759285456807,-0.0016531816108165574,-0.011829170657959945,0.0011813448134398619,-0.002191231548041123,-0.010058378492170474,-0.002387271096305611,-0.01636822050964242,-0.038495908175549355
look,look,559,287,0.0003763367021863883,11.375688384642102,0,VB,5,"{'NNP', 'VBP', 'VBN', 'VB', 'NN'}",245,0.9460051103592707,0.0003651920804528087,0.17237066197372572,231.77125203802132,-0.04795939743596975,-0.010250357430017882,0.008698587397403966,-0.024444847184211492,0.03651041559352184,-0.04517076900296194,-0.018307886826845678,0.022331264508442188,0.004520683835031561,0.011124455242106694
free,free,700,237,0.0004712624177647081,11.051181745652963,0,JJ,6,"{'NNP', 'VBN', 'JJ', 'NN', 'VBP', 'VB'}",246,0.9401285440226014,0.0004766604862898378,0.22498374952880343,231.27162182955993,-0.014961845720075759,0.03424494180418348,0.00870742197450832,0.014984825936089003,0.04703630129621588,0.020486333952999456,-0.027950023921675414,-0.03599406801049389,-0.005519956697572599,-0.005799218172725553
please,pleas,171,851,0.00011512267633966441,13.084540342599395,0,VB,6,"{'NNP', 'VBP', 'VBD', 'JJ', 'VB', 'NN'}",110,2.1012833358371816,0.00023512805743191705,0.11098044310786485,231.14116694208997,-0.02965577914403211,-0.0006431214188489493,0.003639293652413338,-0.023191283467446717,0.023046811410875175,-0.016522144462067925,-0.011463750382827716,0.057763151011981276,-0.020377189206934987,0.004116636431727997
sell,sell,190,784,0.00012791408482184933,12.932537249154345,0,VB,3,"{'NN', 'VB', 'VBP'}",110,2.1012833358371816,0.0003195924900219505,0.15084765529036062,231.14116694208997,-0.05070014408272189,0.053587609966802265,-0.05236483851890792,-0.001951998782167543,-0.008541178607194217,-0.005410343025775611,-0.028093256054192037,0.0054910173747715,-0.021155748422282676,-0.050188761225668975
month,month,204,716,0.0001373393331771435,12.829967515513797,0,NN,2,"{'NN', 'NNP'}",110,2.1012833358371816,0.00031424212306721885,0.1483222820877273,231.14116694208997,-0.0032729165038945713,-0.02836505648747142,-0.013887289790724951,0.03088203754771973,-0.017059402409634602,-0.04484339537988677,0.011007583387672198,-0.011896615422065373,-0.00011589560717953059,-0.022028294716151302
twelve,twelv,162,906,0.00010906358811126102,13.162542854600668,0,NN,12,"{'NNP', 'VBP', 'RB', 'VBN', 'RP', 'NNS', 'CD', 'IN', 'JJ', 'NN', 'JJR', 'VB'}",110,2.1012833358371816,0.00025169519474356114,0.11880013191896086,231.14116694208997,-0.017857709432225782,-0.0012695463651914882,-0.017701567646117626,0.017509252338755624,-0.024454683042554992,0.008727828304405993,-0.009785957232938533,0.007058288580503806,-0.018716224410957744,-0.016991599428617877
family,famili,618,263,0.0004160573916836994,11.230929829580917,0,NN,3,"{'NN', 'NNP', 'RB'}",247,0.9342758177771636,0.00044723924318497215,0.21109692278330686,230.7661269909594,-0.019604208542433683,0.01071976014931677,-0.02034682886844472,0.04293092359965578,0.004986751586232796,-0.04501426333267418,-0.006523512182378996,-0.054004616058282905,0.022021533444472156,-0.02151628884793645
successful,success,165,889,0.00011108328418739548,13.136070643239476,0,JJ,2,"{'JJ', 'NNP'}",109,2.1144587245849147,0.0002641684692758232,0.12468751749818854,230.4760009797557,0.039317927081190376,-0.010278737086568153,-0.0200665052537617,-0.026981843492933467,0.0024011836250938316,0.0049641648731345665,-0.007508859579647685,-0.010316994116933445,0.007219476986503396,-0.011601134547745036
teach,teach,201,730,0.00013531963710100903,12.851341166306364,0,VB,4,"{'JJ', 'NN', 'VB', 'VBP'}",109,2.1144587245849147,0.000317085497711053,0.14966435491961702,230.4760009797557,0.017400517507397732,-0.03698789771160498,-0.02947522901536873,0.002268864907436307,-0.0017908334796379048,-0.05088426028259743,0.015941487216190306,-0.01315128591784792,-0.013143133167307225,-0.018630116717983935
color,color,337,452,0.00022687919255243803,12.105788076303433,0,NN,4,"{'VB', 'NN', 'NNP', 'VBN'}",109,2.1144587245849147,0.00041125518440755457,0.19411244704036576,230.4760009797557,0.05248702930022306,0.05064635059719303,0.10384162992334744,-0.0950312444653628,-0.05801331270599727,-0.023015264882091744,-0.014221170279312207,0.025072676202627483,0.030602296758767442,-0.0723860157096478
money,money,792,221,0.0005331997640994983,10.873036237405682,0,NN,3,"{'JJ', 'NN', 'NNP'}",248,0.9284467389749661,0.0005439978917591182,0.2567670049103038,230.2547912657916,0.014188801013729154,-0.04613685158018315,-0.06985465660506722,0.012924751619418766,-0.021782840547005015,-0.06782631053218156,-0.028152851067366792,0.00481079054820781,-0.04596309049313849,-0.008345775793768759
heavy,heavi,151,960,0.00010165803583210132,13.263988118160214,0,JJ,3,"{'JJ', 'NN', 'NNP'}",108,2.1277555471983725,0.0002461014456485341,0.11615988234610809,229.7975990974242,-0.019163104721812832,0.001014639910260586,-0.010804734877005319,-0.007790928491628201,-0.005174410684896361,-0.014560831056673301,0.013723329941987333,0.0016515990081633054,-0.01981152599614345,-0.021622654550798797
fifteen,fifteen,147,996,9.89651077305887e-05,13.302720512648929,0,JJ,6,"{'NNP', 'RB', 'CD', 'JJ', 'NN', 'VB'}",108,2.1277555471983725,0.00023521778476892416,0.1110227944109322,229.7975990974242,0.003129940684600798,-0.01239257110500102,-0.004060060316622643,0.028946221406131553,-0.008585531016164324,0.009623291817187301,-0.008134834245012155,-0.007975424944900536,-0.011067591165279762,0.00025705678326108303
