term_str,stem,n,rank,p,i,stop,max_pos,n_pos,cat_pos,df,idf,tfidf_mean,tfidf_sum,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,nrc_sentiment,syu_sentiment
criticism,critic,32,3369,2.1543424812100943e-05,15.502392857485292,0,NN,1,{'NN'},20,4.560714954474479,6.455835962723447e-05,0.03047154574405467,91.21429908948957,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0
mob,mob,32,3369,2.1543424812100943e-05,15.502392857485292,0,NN,1,{'NN'},10,5.560714954474479,0.000122075783167116,0.05761976965487876,55.607149544744786,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.8
runaway,runaway,32,3369,2.1543424812100943e-05,15.502392857485292,0,JJ,4,"{'VBP', 'RB', 'JJ', 'NN'}",18,4.7127180479195285,0.00010138971791531039,0.0478559468560265,84.82892486255152,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75
departed,depart,32,3369,2.1543424812100943e-05,15.502392857485292,0,VBD,3,"{'VBN', 'JJ', 'VBD'}",29,4.024662054234269,8.971922189937816e-05,0.04234747273650649,116.7151995727938,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.25
trembling,trembl,32,3369,2.1543424812100943e-05,15.502392857485292,0,VBG,3,"{'JJ', 'VBG', 'NN'}",28,4.075288127304237,6.791914482448517e-05,0.032057836357157,114.10806756451863,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5
dirty,dirti,32,3369,2.1543424812100943e-05,15.502392857485292,0,NN,4,"{'RB', 'NNP', 'JJ', 'NN'}",25,4.238786859587116,8.209942819696399e-05,0.038750930108967,105.9696714896779,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.75
wounds,wound,32,3369,2.1543424812100943e-05,15.502392857485292,0,NNS,3,"{'NNS', 'NNP', 'VBZ'}",22,4.423211430724544,8.454469265510211e-05,0.03990509493320819,97.31065147593998,,,,,,,,,,,,-1.0
abuse,abus,32,3369,2.1543424812100943e-05,15.502392857485292,0,NN,5,"{'NNP', 'NN', 'VBP', 'VB', 'RB'}",30,3.975752453753323,9.00049997200444e-05,0.04248235986786096,119.27257361259969,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0
suitable,suitabl,32,3369,2.1543424812100943e-05,15.502392857485292,0,JJ,2,"{'JJ', 'NN'}",22,4.423211430724544,9.857398807325782e-05,0.04652692237057769,97.31065147593998,,,,,,,,,,,,0.5
tribute,tribut,32,3369,2.1543424812100943e-05,15.502392857485292,0,NN,1,{'NN'},20,4.560714954474479,6.291467970634914e-05,0.029695728821396792,91.21429908948957,,,,,,,,,,,,0.6
retreat,retreat,32,3369,2.1543424812100943e-05,15.502392857485292,0,NN,3,"{'VBP', 'VB', 'NN'}",26,4.182203331220749,8.134079731978587e-05,0.03839285633493893,108.73728661173948,,,,,,,,,,,,-0.75
shoot,shoot,32,3369,2.1543424812100943e-05,15.502392857485292,0,VB,5,"{'NNP', 'NN', 'VBP', 'VB', 'JJ'}",30,3.975752453753323,0.00010825976319442268,0.0510986082277675,119.27257361259969,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5
occupation,occup,32,3369,2.1543424812100943e-05,15.502392857485292,0,NN,1,{'NN'},27,4.1277555471983725,0.00010270006714912607,0.048474431694387504,111.44939977435605,,,,,,,,,,,,0.1
pious,pious,32,3369,2.1543424812100943e-05,15.502392857485292,0,JJ,2,"{'NNP', 'JJ'}",26,4.182203331220749,0.00010447871601203685,0.04931395395768139,108.73728661173948,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,
convince,convinc,32,3369,2.1543424812100943e-05,15.502392857485292,0,VB,2,"{'VB', 'NN'}",28,4.075288127304237,7.246114106570118e-05,0.034201658583010955,114.10806756451863,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5
crazy,crazi,32,3369,2.1543424812100943e-05,15.502392857485292,0,JJ,4,"{'VBP', 'JJ', 'VB', 'NN'}",26,4.182203331220749,9.428297447763407e-05,0.044501563953443284,108.73728661173948,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75
talent,talent,32,3369,2.1543424812100943e-05,15.502392857485292,0,NN,1,{'NN'},27,4.1277555471983725,8.222715934204338e-05,0.03881121920944448,111.44939977435605,,,,,,,,,,,,0.5
cannon,cannon,32,3369,2.1543424812100943e-05,15.502392857485292,0,NN,2,"{'NNP', 'NN'}",21,4.490325626583081,9.336731070221817e-05,0.044069370651446976,94.2968381582447,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.4
inquiry,inquiri,32,3369,2.1543424812100943e-05,15.502392857485292,0,NN,3,"{'VBP', 'NNP', 'NN'}",26,4.182203331220749,8.964297533845451e-05,0.04231148435975053,108.73728661173948,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
afflicted,afflict,32,3369,2.1543424812100943e-05,15.502392857485292,0,VBN,3,"{'VBN', 'JJ', 'VBD'}",27,4.1277555471983725,0.00010259405146230691,0.04842439229020886,111.44939977435605,,,,,,,,,,,,-0.5
sufficiently,suffici,32,3369,2.1543424812100943e-05,15.502392857485292,0,RB,1,{'RB'},29,4.024662054234269,0.0001027286821360894,0.048487937968234196,116.7151995727938,,,,,,,,,,,,1.0
venerable,vener,32,3369,2.1543424812100943e-05,15.502392857485292,0,JJ,1,{'JJ'},23,4.3590810933048285,8.605156977384302e-05,0.040616340933253905,100.25886514601106,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6
sincerely,sincer,32,3369,2.1543424812100943e-05,15.502392857485292,0,RB,1,{'RB'},23,4.3590810933048285,8.7833460836411e-05,0.04145739351478599,100.25886514601106,,,,,,,,,,,,0.5
inspiration,inspir,32,3369,2.1543424812100943e-05,15.502392857485292,0,NN,2,"{'NNP', 'NN'}",28,4.075288127304237,0.00011061333351770225,0.05220949342035546,114.10806756451863,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
inferior,inferior,31,3454,2.087019278672279e-05,15.548196547098417,0,JJ,3,"{'RB', 'JJ', 'NN'}",24,4.2976805486406855,7.462352558357843e-05,0.03522230407544902,103.14433316737646,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75
cherished,cherish,31,3454,2.087019278672279e-05,15.548196547098417,0,VBD,4,"{'VBN', 'JJ', 'VBD', 'NN'}",27,4.1277555471983725,9.460608448368632e-05,0.04465407187629994,111.44939977435605,,,,,,,,,,,,0.5
pledge,pledg,31,3454,2.087019278672279e-05,15.548196547098417,0,NN,3,"{'VBP', 'VB', 'NN'}",17,4.795180208111502,7.01977159019797e-05,0.03313332190573442,81.51806353789553,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25
hatred,hatr,31,3454,2.087019278672279e-05,15.548196547098417,0,VBN,5,"{'NN', 'VBN', 'VBD', 'VB', 'JJ'}",24,4.2976805486406855,9.746752387816896e-05,0.04600467127049575,103.14433316737646,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5
agreeable,agreeabl,31,3454,2.087019278672279e-05,15.548196547098417,0,JJ,1,{'JJ'},27,4.1277555471983725,6.48414551582685e-05,0.03060516683470273,111.44939977435605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.75
sigh,sigh,31,3454,2.087019278672279e-05,15.548196547098417,0,NN,5,"{'NNP', 'NN', 'VB', 'RB', 'JJ'}",25,4.238786859587116,8.690192715947787e-05,0.041017709619273555,105.9696714896779,,,,,,,,,,,,-0.4
sinking,sink,31,3454,2.087019278672279e-05,15.548196547098417,0,VBG,4,"{'NNP', 'JJ', 'VBG', 'NN'}",20,4.560714954474479,0.00010328738167082059,0.048751644148627316,91.21429908948957,,,,,,,,,,,,-0.25
penalty,penalti,31,3454,2.087019278672279e-05,15.548196547098417,0,NN,2,"{'NNP', 'NN'}",28,4.075288127304237,0.00011408501751298903,0.05384812826613082,114.10806756451863,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75
extensive,extens,31,3454,2.087019278672279e-05,15.548196547098417,0,JJ,1,{'JJ'},24,4.2976805486406855,0.00013294227469800134,0.06274875365745664,103.14433316737646,,,,,,,,,,,,0.5
acquire,acquir,31,3454,2.087019278672279e-05,15.548196547098417,0,VB,2,"{'NNP', 'VB'}",26,4.182203331220749,9.268508442083076e-05,0.04374735984663212,108.73728661173948,,,,,,,,,,,,0.8
essential,essenti,31,3454,2.087019278672279e-05,15.548196547098417,0,JJ,1,{'JJ'},25,4.238786859587116,6.983993847468165e-05,0.03296445096004974,105.9696714896779,,,,,,,,,,,,0.6
consciousness,conscious,31,3454,2.087019278672279e-05,15.548196547098417,0,NN,3,"{'NNP', 'VB', 'NN'}",26,4.182203331220749,8.887503285981392e-05,0.04194901550983217,108.73728661173948,,,,,,,,,,,,0.4
accompany,accompani,31,3454,2.087019278672279e-05,15.548196547098417,0,VB,2,"{'IN', 'VB'}",29,4.024662054234269,8.963079899163084e-05,0.04230573712404976,116.7151995727938,,,,,,,,,,,,0.4
admired,admir,31,3454,2.087019278672279e-05,15.548196547098417,0,VBD,4,"{'VBN', 'VB', 'JJ', 'VBD'}",19,4.6347155359182555,0.00010560106605738181,0.049843703179084216,88.05959518244686,,,,,,,,,,,,0.5
cutting,cut,31,3454,2.087019278672279e-05,15.548196547098417,0,VBG,3,"{'NNP', 'VBG', 'NN'}",25,4.238786859587116,0.00010197007315726805,0.048129874530230515,105.9696714896779,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,
sink,sink,31,3454,2.087019278672279e-05,15.548196547098417,0,VB,3,"{'VBP', 'VB', 'NN'}",27,4.1277555471983725,8.82956341904481e-05,0.041675539337891504,111.44939977435605,,,,,,,,,,,,-0.25
pleasing,pleas,31,3454,2.087019278672279e-05,15.548196547098417,0,VBG,3,"{'JJ', 'VBG', 'NN'}",30,3.975752453753323,8.003845005408445e-05,0.03777814842552786,119.27257361259969,,,,,,,,,,,,1.0
bath,bath,31,3454,2.087019278672279e-05,15.548196547098417,0,NN,3,"{'NNP', 'JJ', 'NN'}",21,4.490325626583081,7.789729591212262e-05,0.03676752367052188,94.2968381582447,,,,,,,,,,,,0.4
abused,abus,31,3454,2.087019278672279e-05,15.548196547098417,0,VBN,3,"{'VBN', 'JJ', 'VBD'}",25,4.238786859587116,8.658402856058669e-05,0.040867661480596916,105.9696714896779,,,,,,,,,,,,-0.75
wound,wound,31,3454,2.087019278672279e-05,15.548196547098417,0,NN,5,"{'NN', 'VBN', 'VBD', 'VBP', 'VB'}",27,4.1277555471983725,8.290749314202689e-05,0.03913233676303669,111.44939977435605,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5
salary,salari,31,3454,2.087019278672279e-05,15.548196547098417,0,NN,2,"{'JJ', 'NN'}",26,4.182203331220749,9.580658619190938e-05,0.045220708682581226,108.73728661173948,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6
lofty,lofti,30,3517,2.019696076134463e-05,15.595502261876774,0,JJ,4,"{'VBZ', 'NNP', 'JJ', 'NN'}",23,4.3590810933048285,0.0001052557978713767,0.0496807365952898,100.25886514601106,,,,,,,,,,,,-0.25
unhappy,unhappi,30,3517,2.019696076134463e-05,15.595502261876774,0,JJ,1,{'JJ'},24,4.2976805486406855,5.98742568158979e-05,0.02826064921710381,103.14433316737646,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75
fury,furi,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,1,{'NN'},22,4.423211430724544,9.561115176242622e-05,0.04512846363186518,97.31065147593998,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5
suspected,suspect,30,3517,2.019696076134463e-05,15.595502261876774,0,VBN,3,"{'VBN', 'JJ', 'VBD'}",22,4.423211430724544,9.184217085096095e-05,0.04334950464165357,97.31065147593998,,,,,,,,,,,,-0.6
surrender,surrend,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,4,"{'VBP', 'NNP', 'VB', 'NN'}",25,4.238786859587116,9.355220116379024e-05,0.044156638949309,105.9696714896779,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5
crushed,crush,30,3517,2.019696076134463e-05,15.595502261876774,0,VBN,3,"{'VBN', 'JJ', 'VBD'}",26,4.182203331220749,0.00010321199891030592,0.048716063485664395,108.73728661173948,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75
approval,approv,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,1,{'NN'},23,4.3590810933048285,8.129131136377113e-05,0.038369498963699976,100.25886514601106,,,,,,,,,,,,1.0
contempt,contempt,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,4,"{'VBP', 'NNP', 'VB', 'NN'}",24,4.2976805486406855,8.901320915588078e-05,0.04201423472157573,103.14433316737646,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.75
artillery,artilleri,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,4,"{'NNP', 'JJ', 'CC', 'NN'}",16,4.882643049361842,8.476553501777529e-05,0.04000933252838994,78.12228878978947,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.6
cheered,cheer,30,3517,2.019696076134463e-05,15.595502261876774,0,VBD,3,"{'VBN', 'NNP', 'VBD'}",23,4.3590810933048285,5.8118436268829895e-05,0.02743190191888771,100.25886514601106,,,,,,,,,,,,0.8
neat,neat,30,3517,2.019696076134463e-05,15.595502261876774,0,JJ,4,"{'RB', 'JJ', 'CC', 'NN'}",30,3.975752453753323,8.330593953427277e-05,0.03932040346017675,119.27257361259969,,,,,,,,,,,,0.8
respectfully,respect,30,3517,2.019696076134463e-05,15.595502261876774,0,RB,2,"{'RB', 'NNP'}",15,4.975752453753323,7.949561910282747e-05,0.03752193221653457,74.63628680629984,,,,,,,,,,,,1.0
row,row,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,2,"{'NNP', 'NN'}",25,4.238786859587116,7.802368855325895e-05,0.03682718099713822,105.9696714896779,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,
liable,liabl,30,3517,2.019696076134463e-05,15.595502261876774,0,JJ,1,{'JJ'},28,4.075288127304237,0.00012570302377002874,0.05933182721945357,114.10806756451863,,,,,,,,,,,,-0.25
graduation,graduat,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,3,"{'NNP', 'VB', 'NN'}",12,5.2976805486406855,7.522341570840754e-05,0.035505452214368356,63.57216658368823,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5
bravery,braveri,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,3,"{'NNP', 'JJ', 'NN'}",24,4.2976805486406855,7.095310586476174e-05,0.03348986596816754,103.14433316737646,,,,,,,,,,,,0.5
ample,ampl,30,3517,2.019696076134463e-05,15.595502261876774,0,JJ,3,"{'JJ', 'VB', 'NN'}",23,4.3590810933048285,0.00012348846067183037,0.058286553437103934,100.25886514601106,,,,,,,,,,,,1.0
extend,extend,30,3517,2.019696076134463e-05,15.595502261876774,0,VB,2,"{'VBP', 'VB'}",24,4.2976805486406855,8.69674337226948e-05,0.04104862871711194,103.14433316737646,,,,,,,,,,,,0.5
righteousness,righteous,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,3,"{'JJ', 'VB', 'NN'}",23,4.3590810933048285,9.36628424879604e-05,0.04420886165431731,100.25886514601106,,,,,,,,,,,,0.6
healthy,healthi,30,3517,2.019696076134463e-05,15.595502261876774,0,JJ,1,{'JJ'},24,4.2976805486406855,9.836455435066789e-05,0.046428069653515244,103.14433316737646,,,,,,,,,,,,0.75
fat,fat,30,3517,2.019696076134463e-05,15.595502261876774,0,JJ,5,"{'NNP', 'NN', 'FW', 'RB', 'JJ'}",26,4.182203331220749,9.410695394879482e-05,0.044418482263831154,108.73728661173948,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5
violence,violenc,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,1,{'NN'},20,4.560714954474479,6.671578804483146e-05,0.03148985195716045,91.21429908948957,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5
sore,sore,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,4,"{'RB', 'JJ', 'JJR', 'NN'}",26,4.182203331220749,7.121675710113561e-05,0.03361430935173601,108.73728661173948,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0
prejudiced,prejud,30,3517,2.019696076134463e-05,15.595502261876774,0,VBN,3,"{'VBN', 'JJ', 'VBD'}",15,4.975752453753323,6.632724879611192e-05,0.031306461431764826,74.63628680629984,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
doubts,doubt,30,3517,2.019696076134463e-05,15.595502261876774,0,NNS,1,{'NNS'},20,4.560714954474479,7.371978140143496e-05,0.034795736821477304,91.21429908948957,,,,,,,,,,,,-0.5
imprisonment,imprison,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,3,"{'NNP', 'JJ', 'NN'}",17,4.795180208111502,0.00010646752345632819,0.05025267107138691,81.51806353789553,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5
insult,insult,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,2,"{'VB', 'NN'}",22,4.423211430724544,9.496116936714345e-05,0.04482167194129171,97.31065147593998,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0
resided,resid,30,3517,2.019696076134463e-05,15.595502261876774,0,VBD,2,"{'VBN', 'VBD'}",28,4.075288127304237,0.00010154975839929153,0.0479314859644656,114.10806756451863,,,,,,,,,,,,0.4
unwilling,unwil,30,3517,2.019696076134463e-05,15.595502261876774,0,JJ,2,"{'JJ', 'VBG'}",25,4.238786859587116,9.800080008696715e-05,0.04625637764104849,105.9696714896779,,,,,,,,,,,,-0.8
thanksgiving,thanksgiv,30,3517,2.019696076134463e-05,15.595502261876774,0,NNP,3,"{'NNP', 'VBG', 'NN'}",21,4.490325626583081,6.547713920651074e-05,0.03090520970547307,94.2968381582447,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8
ruins,ruin,30,3517,2.019696076134463e-05,15.595502261876774,0,NNS,2,"{'NNS', 'VBZ'}",24,4.2976805486406855,8.999868394047657e-05,0.04247937881990494,103.14433316737646,,,,,,,,,,,,-0.5
begging,beg,30,3517,2.019696076134463e-05,15.595502261876774,0,VBG,4,"{'IN', 'NNP', 'VBG', 'NN'}",20,4.560714954474479,8.141179048994454e-05,0.03842636511125382,91.21429908948957,,,,,,,,,,,,-0.5
absolute,absolut,30,3517,2.019696076134463e-05,15.595502261876774,0,JJ,3,"{'NNP', 'JJ', 'NN'}",23,4.3590810933048285,7.349919713525599e-05,0.03469162104784083,100.25886514601106,,,,,,,,,,,,-0.25
brains,brain,30,3517,2.019696076134463e-05,15.595502261876774,0,NNS,1,{'NNS'},21,4.490325626583081,9.711208458585023e-05,0.04583690392452131,94.2968381582447,,,,,,,,,,,,0.6
declined,declin,30,3517,2.019696076134463e-05,15.595502261876774,0,VBD,2,"{'VBN', 'VBD'}",26,4.182203331220749,8.004909966623542e-05,0.03778317504246312,108.73728661173948,,,,,,,,,,,,-0.6
admire,admir,30,3517,2.019696076134463e-05,15.595502261876774,0,VBP,2,"{'VBP', 'VB'}",26,4.182203331220749,8.637443227058011e-05,0.040768732031713814,108.73728661173948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
dignified,dignifi,30,3517,2.019696076134463e-05,15.595502261876774,0,JJ,3,"{'VBN', 'JJ', 'VBD'}",26,4.182203331220749,7.37785177043684e-05,0.03482346035646188,108.73728661173948,,,,,,,,,,,,0.5
loyal,loyal,30,3517,2.019696076134463e-05,15.595502261876774,0,JJ,3,"{'VBN', 'JJ', 'NN'}",21,4.490325626583081,0.00010396541528579314,0.04907167601489436,94.2968381582447,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
certificate,certif,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,2,"{'NNP', 'NN'}",14,5.075288127304237,8.788204305866058e-05,0.0414803243236878,71.05403378225932,,,,,,,,,,,,0.6
count,count,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,4,"{'VBP', 'NNP', 'VB', 'NN'}",28,4.075288127304237,8.4343879938787e-05,0.03981031133110746,114.10806756451863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,
stole,stole,30,3517,2.019696076134463e-05,15.595502261876774,0,VBP,7,"{'NN', 'VBD', 'VBP', 'VBZ', 'RBR', 'VB', 'JJ'}",26,4.182203331220749,9.970909348726692e-05,0.047062692125989986,108.73728661173948,,,,,,,,,,,,-0.8
harvest,harvest,30,3517,2.019696076134463e-05,15.595502261876774,0,NN,4,"{'NNP', 'JJS', 'JJ', 'NN'}",23,4.3590810933048285,0.00011769450908574742,0.05555180828847278,100.25886514601106,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6
praising,prais,29,3611,1.9523728735966478e-05,15.64441186235772,0,VBG,3,"{'JJ', 'VBG', 'NN'}",23,4.3590810933048285,7.550139180085955e-05,0.03563665693000571,100.25886514601106,,,,,,,,,,,,0.5
throne,throne,29,3611,1.9523728735966478e-05,15.64441186235772,0,NN,2,"{'NNP', 'NN'}",27,4.1277555471983725,0.00010264951602620148,0.0484505715643671,111.44939977435605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6
unfortunately,unfortun,29,3611,1.9523728735966478e-05,15.64441186235772,0,RB,2,"{'RB', 'JJ'}",22,4.423211430724544,5.780182413601469e-05,0.027282460992198936,97.31065147593998,,,,,,,,,,,,-1.0
foolish,foolish,29,3611,1.9523728735966478e-05,15.64441186235772,0,JJ,3,"{'VBP', 'NNP', 'JJ'}",27,4.1277555471983725,6.738571405964624e-05,0.031806057036153024,111.44939977435605,,,,,,,,,,,,-0.75
pleading,plead,29,3611,1.9523728735966478e-05,15.64441186235772,0,VBG,2,"{'VBG', 'NN'}",26,4.182203331220749,7.453223658392442e-05,0.035179215667612326,108.73728661173948,,,,,,,,,,,,-0.4
exchange,exchang,29,3611,1.9523728735966478e-05,15.64441186235772,0,NN,3,"{'NNP', 'VB', 'NN'}",22,4.423211430724544,7.803837826703476e-05,0.03683411454204041,97.31065147593998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25
seize,seiz,29,3611,1.9523728735966478e-05,15.64441186235772,0,VB,1,{'VB'},19,4.6347155359182555,7.486270139873209e-05,0.035335195060201545,88.05959518244686,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5
aboard,aboard,29,3611,1.9523728735966478e-05,15.64441186235772,0,RB,4,"{'RB', 'IN', 'NNP', 'NN'}",22,4.423211430724544,8.502001900929824e-05,0.04012944897238877,97.31065147593998,,,,,,,,,,,,0.25
infant,infant,29,3611,1.9523728735966478e-05,15.64441186235772,0,NN,2,"{'JJ', 'NN'}",23,4.3590810933048285,0.00013699055844127245,0.0646595435842806,100.25886514601106,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6
purity,puriti,29,3611,1.9523728735966478e-05,15.64441186235772,0,NN,2,"{'NNP', 'NN'}",20,4.560714954474479,7.021014686767223e-05,0.03313918932154129,91.21429908948957,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8
justly,just,29,3611,1.9523728735966478e-05,15.64441186235772,0,RB,2,"{'RB', 'VB'}",24,4.2976805486406855,7.563155674054582e-05,0.035698094781537626,103.14433316737646,,,,,,,,,,,,1.0
contented,content,29,3611,1.9523728735966478e-05,15.64441186235772,0,VBN,3,"{'VBN', 'JJ', 'VBD'}",25,4.238786859587116,0.00010176061417830611,0.048031009892160484,105.9696714896779,,,,,,,,,,,,0.25
generosity,generos,29,3611,1.9523728735966478e-05,15.64441186235772,0,NN,1,{'NN'},29,4.024662054234269,9.009786353493602e-05,0.0425261915884898,116.7151995727938,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.75
bloody,bloodi,29,3611,1.9523728735966478e-05,15.64441186235772,0,JJ,3,"{'NNP', 'JJ', 'NN'}",21,4.490325626583081,9.707128465327485e-05,0.04581764635634573,94.2968381582447,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75
bale,bale,29,3611,1.9523728735966478e-05,15.64441186235772,0,NNP,2,"{'NNP', 'NN'}",7,6.075288127304237,0.00020503443602280788,0.09677625380276532,42.52701689112966,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,
sensible,sensibl,29,3611,1.9523728735966478e-05,15.64441186235772,0,JJ,2,"{'JJ', 'NN'}",20,4.560714954474479,7.912406556866463e-05,0.03734655894840971,91.21429908948957,,,,,,,,,,,,0.8
competent,compet,29,3611,1.9523728735966478e-05,15.64441186235772,0,JJ,2,"{'JJ', 'NN'}",23,4.3590810933048285,8.950382052805282e-05,0.042245803289240935,100.25886514601106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5
coarse,coars,29,3611,1.9523728735966478e-05,15.64441186235772,0,JJ,2,"{'JJ', 'NN'}",26,4.182203331220749,0.00010583351676196249,0.04995341991164629,108.73728661173948,,,,,,,,,,,,-0.6
prefer,prefer,29,3611,1.9523728735966478e-05,15.64441186235772,0,VBP,2,"{'VBP', 'VB'}",19,4.6347155359182555,9.354160762066379e-05,0.04415163879695331,88.05959518244686,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.1
ware,ware,29,3611,1.9523728735966478e-05,15.64441186235772,0,NNP,2,"{'NNP', 'NN'}",6,6.2976805486406855,5.551062853059541e-05,0.026201016666441035,37.786083291844115,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,
drunken,drunken,29,3611,1.9523728735966478e-05,15.64441186235772,0,JJ,3,"{'NNP', 'JJ', 'NN'}",21,4.490325626583081,7.805843130972955e-05,0.03684357957819235,94.2968381582447,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5
candidate,candid,29,3611,1.9523728735966478e-05,15.64441186235772,0,NN,2,"{'NNP', 'NN'}",12,5.2976805486406855,0.0001066623525355953,0.05034463039680098,63.57216658368823,,,,,,,,,,,,0.25
