term_str,doc_count,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
day,411,124.94492659760381,19.21316582292946,13.34373528886612,10.227220291405533,130.2690391410938,25.36120551117616,16.121920157552488,152.6064669996139,334.14000173402854,65.00706204264443,164.8136737025696,52.66514463231303,111.75117363556245,129.9602391550767,4.3099710111776535,7.456644739910781,34.032256936892715,548.6571629232811,178.62470464270612,0.49428503354515896
daybreak,7,0.05,0.05,0.05,0.05,0.05000000038889354,0.05,0.050000003440785055,1.0847422933024644,0.05000000035277208,0.05000000022037149,7.998772082025956,0.05000002153102434,1.066485593148547,0.05000000175988903,0.05,0.050000000145952295,0.05000000025945531,0.05000000268901743,0.050000000673476215,0.05
daylight,23,0.05000000012934582,2.8331730571932114,0.050000000067667395,0.05,0.05000000079262453,0.05000000006309026,3.4933469299304543,0.05000000012075717,0.05000000237967995,0.05000000108774411,8.997204878023751,0.0500000006224326,0.05000000013012702,6.945323785026919,0.05000000025755427,0.05000000006379958,0.050000000038118525,4.980951343542607,0.05000000049463303,0.05
days,318,70.19368777556606,2.2594279826854455,3.9625635741637812,0.050000000714655275,81.59458692786973,9.12024186774417,2.5822819559721504,42.85051700798921,173.4981457210207,15.025123271665562,66.31357903605758,35.10142193823235,54.543096008914596,98.06410934739331,6.52444933733925,0.1250401661240399,7.308084713463612,134.51006844796012,97.7261756987198,5.64739922035303
daytime,14,0.050000001596391244,2.0500000001347574,0.05000000215957371,0.05,3.2235195217911823,0.05000000003904212,0.050000000120354035,0.05000000000997917,0.051392508619335406,0.05000000026701963,0.050000000346114765,0.05000000047140408,1.1787355604750749,2.441196593316181,0.05,0.05,0.05000000010665859,8.355155810238605,0.05000000026719298,0.05
deacon,17,0.05000000011598824,0.05,0.05000000017982547,0.05,22.4751252834773,0.050000000937753836,0.05000000007774841,0.05000000020005123,0.170668088759026,0.05000000137198892,0.05000000046632066,0.050000000091618604,0.05000000015288726,0.05000000002858524,0.05,0.05,0.05000000149634569,10.498019341099365,0.05618728079214544,0.05000000072519719
deacons,6,0.05000000029936994,0.050000000087898795,0.05,0.05,5.095293846124351,0.05000000175709259,0.05,0.05000000017842597,2.756585861915254,0.05000000083138313,0.05000000058400486,0.05,0.05,0.05000000151120666,0.0500000000158507,0.05,0.05000000090012943,0.29812028326561923,0.05000000087840836,0.05000000161870145
deaf,9,0.05,0.05,0.050000001794348096,1.05000000022177,0.05000000016580051,0.05,0.05,0.050000000002412476,0.05000000212557548,0.05,2.0855639015363048,1.049999999731887,4.21161132028203,0.050000001390067335,0.05000000059500953,0.05,2.852824771794202,0.05000000029188747,0.050000000036551036,0.05
deal,138,45.39626328825328,0.2775620995877131,0.05000000017370472,0.5052788370081822,7.1545239516390025,0.050000004115296814,0.05000000062246386,3.1593583792505333,57.81834643137679,0.050000000720478485,33.54042299620182,5.572964611162361,0.05000000025402722,9.626265986354323,0.05000000004692173,1.1384243257788618,0.0500016927178121,22.430480282749087,33.9801071117023,0.050000000236717364
dealings,19,2.7700392481587097,0.05,0.05000000007447109,0.05,0.05000000035741322,0.05000000518223778,0.05000000028592369,0.050000000031885546,9.071882830812996,0.05000000059102278,0.8392717606625542,0.05000000211081991,0.05000000020686635,0.050000000248363936,0.050000000115901486,0.05,0.05000000102851828,0.05000000237697395,11.518806142250483,0.05000000546365374
dear,42,0.05000000066164874,0.05000000203614887,0.050000003144436915,1.492654981216501,3.650844746072891,1.167453890798629,0.050000000605228086,3.03544098621986,36.0522303580035,0.05000000032989861,6.637815474877117,0.050000004368131575,0.8022820336569624,4.153540563942486,0.050000000199283086,0.9881317241447332,0.05000000005491233,2.5196052292778846,0.05000000033752378,0.05
death,199,18.335838186911005,9.743878064958515,19.34671023312241,2.8966708292684444,29.96135518559498,2.8686433238193776,0.050000001402834116,2.2433193269151936,19.23277229481591,3.2491565618825504,168.74074596315552,2.2781048397843287,107.78624080666178,2.8725156317343905,0.05000000017150244,2.1761640213031934,7.232244562514873,59.37162791363119,8.514012250725346,0.05000000157466852
debate,12,4.156550149109605,0.05000000008374293,0.050000001282510115,0.05000000631260158,3.888673260897,0.05,0.05,2.998293097564775,0.05000000027794321,0.05000000628887686,1.4618818029309848,1.049999999783572,2.7446016703177722,0.05000000061042141,0.050000000318852704,0.05,0.05000000017824108,0.05000000043072628,0.05000000355034329,0.05
debt,44,23.90757451978388,0.05000000102255578,0.0500000003829357,0.05,0.5052345672993515,0.050000000601304585,0.05000000001771937,0.050000000706668116,0.05000000078816276,0.05000000075131111,0.41051512994984524,8.573429030698483,0.05000000041266051,6.302268235533897,0.05000000040365282,0.05,0.05000000316518023,24.261998350250778,18.388980158190225,0.05
debts,20,24.164344951937153,0.05000000217089953,0.05,0.05,1.2454416057203745,0.050000000270993515,0.05,0.05,1.6531243213662612,0.05000000090343034,7.579026125109476,4.285053649148432,0.05000000070333939,0.05000000002341577,0.050000000048956425,0.05,0.05000000126060034,1.3225620155092734,0.10044732578543741,0.05
decease,7,0.05000000050426601,0.05,0.0500000000856628,0.05,0.05000000041210776,0.050000000092190286,0.050000001067057945,0.05000000004804855,0.0500000005685663,0.05000000298084584,0.5223700234297466,0.05000000149407545,0.050000001412250125,2.970721122285187,0.05,0.05000000024648855,0.05000000025201885,0.05000000022833528,4.65690884485614,0.05
decency,8,0.05,0.05000000118905254,0.05000000523501054,0.8716930357346596,0.05,0.05,4.685390509397837,0.050000000145098485,0.050000000002275904,0.05000000158595115,1.5929164330758585,0.05,0.05000000369559533,0.050000003814860756,0.05000000484187996,0.05,1.0499999996010045,0.050000000090329344,0.05000000154377393,0.05
deception,11,0.050000000728305606,1.8014635004097337,0.05,0.05,0.05000000104448276,0.05000013412179434,0.05,0.05,2.8668241457755053,0.05000000099588956,4.823332315408862,0.05000000148978692,0.050000000219709954,0.05000000080138527,0.05,0.05,0.05,0.05000000111222461,1.7083798977451163,0.05
decision,34,0.05000000089877922,0.050000000050793046,0.05000000159524436,0.05000000116554253,5.826162363963924,0.050000003852741365,0.05000000042372156,2.9665739212321096,0.050000002006673185,16.20173676972786,0.5851061204386485,0.05000000157727501,7.6808450122734016,1.299381176359613,0.05000000033792174,0.05,0.050000001169205915,2.856292911982431,5.983901695478903,0.050000015407809274
deck,20,0.05000000041929267,0.050000002936446075,0.05000000028865117,0.05,0.05000000022190229,0.050000000354430356,0.05000000134459248,4.236334101277197,10.850067792737487,0.050000001565323283,12.663509853435169,0.05000000238502344,0.39369578496343083,2.6938907370577736,0.05000000018918323,0.05,0.05000000002799948,4.4625017188514535,0.050000001894415134,0.05
declaration,12,1.109764111507206,0.050000001327451866,1.467575024334179,1.9744165716689694,0.050000000214173175,0.05,0.05000000004387851,0.050000000482679816,0.050000000003066036,4.677049475546328,0.050000271039359834,0.05,5.021194541620179,0.05,0.05000000039043317,0.05,0.05000000039757056,0.05000000046139631,0.050000000931542214,0.05
decree,13,0.05000000063236252,0.050000000168130686,10.069517045861112,0.05,0.05000000001554522,0.05,0.05,0.05000000008371377,0.08014976985618918,0.05000000090284484,3.703057404996176,0.05000000038292216,6.347275774576181,0.05,0.05000000225487632,0.05,0.05,0.05,0.05000000024300922,0.05
dedication,6,2.605557548706754,0.05,0.050000000043644216,0.05,0.05000000019512936,0.05,0.05,0.05,2.05901075916513,0.05,0.050000000109353786,0.050000000758419885,0.050000000123228285,0.05000000011825381,0.05,0.05,0.05,0.05000000161004963,3.4854316891405297,0.05
deed,18,0.1207681103292139,0.05000000221383915,0.05000000012314777,0.05,0.05000000040151677,0.0500000010470258,1.014445477810845,1.1072340925741393,3.44995044135202,0.05000000112027111,11.079124792129903,0.050000000536158405,2.2116226980298226,0.05000000281252639,0.05000000019217289,1.0500000004192802,0.05000000002844195,0.0500000015979964,2.3668543772156903,0.05
deeds,38,6.0830367684389515,0.05000000036629651,0.05000000096724051,0.0500000002099956,0.05000000041898724,0.05000000136404011,2.2134733992746893,0.2708592341351098,0.05000000031581781,0.05000000136800104,10.043208339086632,0.05000003064463422,23.619803919108517,0.05000000030480359,0.05000000091585779,0.05,0.050000000167869825,0.05000000083490115,5.125880115746673,1.9937381862916934
deep,11,0.05000000011073978,0.050000000141901556,0.050000000778271984,0.05000000610154702,0.05000000131070502,0.050000000064856887,0.05,0.050000000367692865,0.05000000098352181,0.050000001012262686,4.084563059919276,1.1479440031016828,0.0500000003038835,0.05,0.05,1.8783451963064728,0.05000000002025389,2.2019014675333706,1.937246261904579,0.05
deeply,8,0.05,0.05,0.05,0.05,0.050000000246175416,0.05,0.05,0.05000000062150794,0.05000000021038151,4.311958586342492,3.02403465346013,0.05,0.8140067573835474,0.050000000165832885,0.05,0.050000000189841076,0.05,0.05000000029486817,0.050000000758913025,0.05000000030122384
deer,9,1.9009786426686233,0.05000000052598208,0.05000000039855783,0.05,2.395613238917085,0.05000000021399888,0.05000000016357362,0.050000000508502625,0.05000000004414173,0.05000000501684021,0.05000000234165421,0.05000000036722381,0.05000000026883065,0.05000000035442367,0.050000001288086814,0.05,0.050000000190639236,5.8534081048634485,0.05000000181935416,0.05
defeat,23,0.050000000478866206,2.8348708966723475,8.611147142213609,0.05,3.482317478411417,0.05000000019794173,0.050000000483281834,1.0596534561038076,0.05000000193702097,0.050000000104167226,1.787624398255851,0.05,14.750365812137332,0.05000000868711798,0.050000001283735926,0.05,0.05000000028774045,0.050000001258916245,0.8240208014225637,0.05
defects,8,0.050000000248981914,0.05000000001516733,0.11115829524627932,0.05,0.050000000317715156,0.05,0.050000000354404626,0.7900871256969155,0.050000000446728324,0.050000000963025745,0.050000000110857215,0.05,0.05000000129219495,1.0858492809300782,0.050000006312622546,0.3855301835254396,0.12578388335484061,0.05000000097219756,5.801591220176085,0.05
defence,35,0.05000000013744997,0.05000000008288873,16.069800051250198,0.050000002840246194,0.050000000339760514,1.3426582736898691,1.836109905478417,3.420282182064083,0.0500000004452361,0.050000001843087706,9.556431741928401,0.05000000030274938,10.933949670652115,0.050000000724750436,0.05000000084044,0.05,0.050000239001101655,0.05000000047723006,6.190767927865032,0.05
defendant,4,0.05,0.05,0.05,0.05,28.049999999700717,0.05000000011634209,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050000000179682584,0.05,0.05,0.05
defenders,11,0.05,0.05,7.033690867830401,0.05000000330854863,0.05,0.05,0.05,0.05,0.05,2.0562275406442865,2.058972043278015,0.05000000020370227,0.05110954462130747,0.05,0.050000000018458696,1.0500000000777125,0.05,0.05,0.05,0.05
defense,8,0.050000000236799874,0.05,0.05,0.05,4.660867191071888,0.05000000026586979,0.05,0.05000000011257181,0.05000000042820035,0.05,0.05000000057121862,0.05,0.050000000388541334,0.05000000093786972,0.05,0.05,0.0500000001705151,3.049999998377606,5.439132807412773,0.05
deficiency,6,0.050000000156968205,0.05,0.05,0.05,2.0499999901568633,0.05,0.05,3.049999999483616,0.0500000074017864,0.050000002256307054,3.049999996390313,0.05000000052536632,0.05000000082423433,0.05,0.0500000000286252,0.05,0.05000000113492732,0.05000000040475911,0.05000000117381588,0.05
deficient,8,0.050000000985963966,0.05,0.05,0.05000000179389867,0.05000000117324495,0.05,0.05000000004757982,13.299403018972944,0.05000000034873367,0.05,0.050000000048253494,0.050000000107910496,0.05,0.05,1.8005969725030637,0.05,0.05,0.05000000026550857,0.05000000372027962,0.05
definition,6,0.050000006416158184,0.05,0.05000000047495176,0.05000000046277676,1.492683270858483,0.050000003598766544,0.05,0.05000000011626431,0.0500000009785368,0.050000001382002744,2.492704451345013,0.05000000085651178,0.05,0.05,0.05,0.05,0.05000000015031632,0.050000000672620094,4.164612262629691,0.05
degradation,18,1.122906199153681,0.05000000196429103,0.05000000257013463,0.05000000049878018,0.0500000002397502,0.8963614293523283,0.05000000011100232,0.05000000015211531,0.05000000014177767,0.05000000177641596,10.823805947966411,0.05000000003070916,0.05000000075451918,0.05000001730968311,0.05000000007749154,0.05,0.05000000039666153,0.050000000047751424,12.35692639742027,0.05
degree,87,51.85923582664406,10.851529001697106,0.05000000219119453,0.05000000096765374,2.12281434692923,14.699755730693417,1.0929609537443412,9.32783825742381,0.05000000007214511,1.5077060830924573,13.08609276167811,0.05000000117468655,8.994844932618147,1.3794524232815062,0.05000000090416533,0.0500000003965649,0.05000000007728259,0.050000000300069763,53.62776967529156,0.0500000007786778
degrees,15,16.867571398321445,0.050000001472459234,0.050000002725515275,0.05,0.050000000631316335,1.020304215580177,0.05,2.943393001063752,1.8291305517645364,0.05000000227532859,0.050000001514407665,0.050000000339026344,3.2980618540257933,0.05000000041948354,0.05000000008300343,2.341538966655931,0.050000000873075705,0.050000000118580336,0.050000002084191586,0.05
delay,21,0.05000000031287533,0.0500000002891143,0.8367915024245718,0.05,4.2811880923581676,0.05000000023046501,0.05,0.05000000008552545,1.888617917402088,0.05000000117219479,0.05000000146735345,0.05000000158231259,13.783426115773262,0.05000000174717056,0.050000000156168116,0.05,0.05,0.050000001562552444,5.459976363389851,0.05
delegate,12,2.098047035226799,1.729655418253901,1.6742128787072181,0.05,2.4948814467684386,0.05000000045131603,0.05000000471518888,0.05,3.835253111844948,0.05000000510879547,1.0499999858424118,0.05,1.467950106010136,0.05000000091606873,0.05000000083315387,0.05,0.05000000056523548,0.05000000427720281,0.05000000041082472,0.05
delegates,17,8.060684997116532,0.050000000185474076,0.05000000018965255,0.05,0.05000000021232216,0.7703194189255163,0.05,0.05000000009449963,0.05000000030536985,0.050000000281374045,0.050000000244721524,0.05000000057918623,0.05000000120135236,0.050000000045220594,0.05,0.05,26.221706911914254,0.05000000028524376,12.147288668396019,0.05
delegation,9,0.0500000013528387,0.0500000006261823,0.05,0.05,1.5960056929882607,0.05000000061798363,0.05,0.05,0.05,1.1616202368429067,0.05000000029008128,0.050000000425376896,0.050000001087958684,0.050000000093876215,0.05,0.05,0.05000000050288923,0.050000000574645785,8.392374064568807,0.05
delicacy,11,0.05000000000756203,0.05000000019178512,0.050000000574051046,0.05,0.05,0.050000000161249336,0.0500000003280549,0.05000000009942934,0.05000000009051022,1.6822515867095904,4.40251163737635,2.992406311885609,0.05000000014391888,0.05000000299559079,0.05,0.0500000012877675,0.05,0.050000000440792926,2.1228304574756875,0.0500000002036922
delicate,8,0.050000000288578,0.05000000031414762,0.050000001383088355,0.05,0.05,0.05,0.050000000699420295,1.0639493436774488,0.05000000006612568,0.05000000145112577,5.986884928911969,0.0500000000409146,0.050000001112892996,0.05000000016215027,0.05000000124516549,1.0991657200635272,0.05,0.05,0.05000000055772214,0.05
delight,76,1.714775699750193,2.4483330478543173,0.0500000008909294,0.0500000000349792,5.278411572760736,0.0500000001080229,0.05000000033278493,6.097155117866153,17.02876498829729,5.368593951218862,9.349112191115985,4.3766010629288274,2.957799403780302,10.792976529482969,0.3865459298277242,2.6798438514876413,0.05000000093475293,0.11908958364259639,20.10199706674076,0.05000000089352055
delights,10,0.05000000219312957,3.9111056766139765,0.05000000277095908,0.05,0.050000000010413215,0.050000012213319615,1.0499999952817185,0.7655062305363249,0.05000002121450462,0.05000000003232537,1.4442537952703798,0.05000000062550979,3.0791342507095187,0.050000003082603335,0.05,0.05,2.050000000603809,0.05000000445096277,0.05000000430704584,0.05
deliverance,42,0.05000000004037477,4.2394940093650675,0.05000000003221919,2.4976492894467386,7.695795852095126,0.05000000033706297,0.050000000870123004,0.050000000079137207,5.300402930908736,7.151940998355669,3.2162920868488403,0.05000000092164846,0.050000000859777745,1.7277290892795463,0.05000000019700469,0.05,0.05000000042088832,15.57069573949411,0.05000000041333721,0.05
delivery,7,0.05000000063947023,0.050000000520995055,0.050000000192469446,0.05000000008417618,0.4261295235999516,0.05000000001338271,0.05,0.05000000021853195,0.05000000001636385,0.05000000202388511,0.05000000017230802,0.5658596257722657,0.05000000019628106,0.05,0.05,0.05,0.05,0.05000000001245863,8.15801084651796,0.05
delusion,10,0.050000000372201224,0.05000000021834947,2.049999999853647,0.05,5.043646253866504,0.050000000167407715,0.05,1.0499999994149234,1.4224458875210741,0.05,0.05000000165107809,0.05,0.05000000032014747,0.05000000000606551,0.05,0.6839078550032325,0.05000000025520347,0.050000001125215084,0.05000000018748069,0.05
dem,9,0.6955852950049886,0.05,0.05,0.05,0.05,0.0500000000579956,0.05,0.05000000029817366,0.05000000006738528,0.05,6.599624238859503,0.0500000002490868,0.050000000249755226,1.854790464826548,0.05,0.05,0.05,0.05000000034209697,0.050000000021046674,0.05
demand,32,8.820342891583383,4.6180843809900365,0.050000003121247874,0.050000000188319356,3.4177340760804302,0.05000000018979188,0.05,2.5784273910245186,0.0500000005782047,3.4863332329910346,0.7819588889305624,2.345266450176015,3.1347558162346862,0.050000000374731325,0.05000000119153894,0.05,0.05000000318723059,0.05000000051180296,19.267096862599665,0.05
demands,25,9.053718738874363,0.05000000390823626,0.05000000018341153,0.05,0.050000001069272854,0.05000000016477333,0.05,0.05000000071307241,1.149376450121417,11.923244738521435,1.794080814996898,0.05,0.050000000522044674,0.05000000004605837,3.4669455719809936,0.05,0.05000000005837169,0.3654174829430928,7.5972161957041795,0.05000000014241511
demeanor,8,2.067877847321837,0.05000001022840558,0.0500000004170767,0.9496453166599407,0.05174885643781887,0.050000000140520355,0.05000000462304234,1.1297030449836223,0.05000000083111372,0.05000000090389638,2.9737244182737124,0.05,0.05,0.05000000039587525,1.0500000001471377,0.05,0.05,0.050000002649615384,0.12730049593241483,0.05
demerits,10,0.050000000572180396,0.05000000002961742,0.05,0.05,0.05000000000158976,0.05,0.050000000142164894,13.049999966784377,0.05000000000394833,0.05000000122589984,2.049999997581819,0.05,0.05,0.05000000001436873,0.05000003323006406,0.05,0.05,0.05000000039563644,0.05,0.05
demise,8,0.050000000065634216,0.05,0.05000000014346975,0.05,0.05000000043624882,0.050000000369549324,0.05000000045956965,0.05000000005665539,0.050000000096399246,0.050000001810176956,2.7074656495177685,0.05,2.296965282237174,0.05000000048778404,0.05,0.05,0.05000000111549409,0.05,4.145569063177494,0.05
demonstration,14,2.6780500562523604,0.05000000707775215,0.05000000044925829,0.05,0.05000000043943998,0.0500000000878874,1.0070590724118078,0.05000000172905002,4.249514180197747,0.05000000101790325,1.0869526218524175,0.05,0.05000000026340019,0.05000000006066232,0.05000000002193669,0.05,0.0500000005974496,0.05000000094232386,7.2284240565507085,0.05
demonstrations,7,0.050000000282196956,0.05,0.05000000188072193,0.05,3.8903080870813884,0.050000000512923935,0.05,1.049999999997414,0.05000000045169565,0.05,0.050000000215661734,0.05,2.357669838032289,0.05000000013776599,0.05,0.05,0.05,0.05000000017140468,1.9020220712071871,0.05
den,15,0.05000000000817762,0.05,0.05,0.05,0.05,0.050000000016446465,0.05000000041543615,0.050000000010817544,0.05000000061197329,0.05000000059590535,21.22921582406965,0.05000000024413407,2.638173270729433,0.05000000010499863,0.05,0.05000000007688881,0.05,1.2826109029971016,0.05000000001443673,0.050000000079743326
denomination,26,0.05000000039367393,0.05000000003347967,0.050000000251511655,0.05000000031482598,6.114448739860514,0.05000000225867656,0.05,0.05000000007820085,0.05000000022248379,0.050000001396192345,0.050000000762872615,0.05000000025654681,0.05000000025260687,0.05000000035634082,0.05000000005616151,0.05,41.37474464905497,0.05000000019275394,12.66080660270599,0.05000000152819983
denominations,22,0.05000000114608449,0.05000000001342204,0.050000000097950144,0.05,8.660934966775455,0.3037666290464506,0.050000001022066726,0.050000000035842235,0.05403723162622411,6.612106171153847,0.05000000015420458,0.05000000085562123,0.050000000377849574,0.050000000135030725,0.05000000006443072,0.05,9.774932784828074,0.05000000024321417,10.894222210438107,0.05000000195691548
department,41,68.50076824814718,2.458151251882366,0.050000000056315934,0.050000000020674354,0.05000000042818089,0.050000000303105877,0.05000000018938864,1.2506045494377016,2.1679698687521864,0.050000000574235995,0.05000000104388001,0.05000000002531692,1.9977868711616809,1.363290734650502,0.930428605779793,1.5542803903745668,0.05000000014873696,0.05000000050170168,11.22671947647914,0.05
departments,21,17.2898913185093,4.889275143586943,0.050000000160749944,0.05000000009164714,0.05000000036968472,0.8623949647460712,0.05,0.05000000050813955,1.1295498125975405,0.05000000032295682,0.05000000027136079,0.6774036121642538,2.602224834713193,0.05000000069643896,0.527015292594932,2.0424234385078437,0.050000000984976194,0.05000000040549936,2.429821578729113,0.05
departure,50,0.07942113568896814,0.05000000016837778,9.099298138209624,0.050000001097330035,4.419180081757147,0.050000000739746996,0.05000000188206438,1.8018199879651808,1.3162206933248901,0.05000000105229982,20.912262741342264,5.133479981500931,21.091957912183602,1.6405167247754353,0.050000001182970336,1.4006151994554437,0.05000000056337385,0.05000000059321407,9.655227396225838,0.05000000023301767
dependence,9,2.7272978622756643,1.8315357429604102,0.050000000102428735,0.05,0.05000000004432544,0.05,0.05,2.049999999974517,0.05000000000816005,0.050000000726548144,0.05000000004674059,0.05000000177574746,0.050000000062701215,0.05000000030106379,0.050000000046622924,0.05,0.05000000105660025,0.05000000001761372,2.591166390577876,0.05
deportment,9,0.05000000014836624,0.05,0.05,0.05,0.05000000000907946,0.05,0.05000000068783031,6.922131500224412,0.050000000114654185,0.05000000006258209,5.177868497364657,0.05000000041868373,0.05000000006372631,0.050000000479936135,0.05,0.05000000011243906,0.05,0.05000000003372866,0.050000000086974736,0.05000000017840883
depot,16,3.9392387092297114,0.050000000044651584,0.050000000057778396,0.05000000006896783,0.05000000028578575,0.050000002428024895,0.05,0.05000000172543443,3.3256071461879606,0.05000000017437023,0.05000000015708122,1.0104123432249197,0.05000000041433658,0.05000000049106249,0.05,0.05,10.444122702950617,0.0500000009455611,7.530619090401739,0.050000001175367424
depredations,7,0.0500000004844737,5.049999998871902,0.05000000112863098,0.05000000016051054,0.0500000009188463,0.0500000003584642,0.05,0.05000000001210447,0.0500000000485734,0.05000000119781912,0.0500000003275872,0.05000000005088828,0.05000000073830589,0.05000000023491,0.05,1.0500000000412213,0.05,0.05000000018597456,2.04999999521747,0.05
depression,7,0.05000000052908438,0.05,0.05000000230772368,0.05000000095024462,0.05000000062063319,6.0449122888299,0.05,0.05000000005653646,0.05000000018472748,0.05,0.05000000012111738,2.9868474075902496,3.0863786414829133,0.050000000023575394,0.05000000210141875,0.05000000016219873,0.05000000004903357,0.05000000014064237,1.0818616529046956,0.050000001918081544
depth,20,0.05000000018247381,0.05000000046163453,0.05000000004711368,0.05000000070290321,2.085863317201469,0.05000000113760693,0.05,1.1022531305672878,0.05000000140332242,1.5670743464508263,5.184441375851639,3.8638383622537145,4.655730246922246,0.05000000047433836,0.05,0.05,0.05000000098282211,2.8907992127632016,0.05000000099724695,0.0500000015537099
depths,23,0.050001544612404976,3.040863646006332,0.050000002632364614,0.38564145252269305,1.792156069836473,0.05,0.05,0.05000000011875482,0.050000002074020194,0.05000000103175177,9.172820874390112,0.05000000098190871,2.22064951788058,0.05000000006392231,0.05,0.050000000064475913,0.05000001015225819,0.0500000005631494,7.687866877019876,0.05
deputation,6,0.05,0.050000000047119755,0.050000001445739885,0.05,0.05,0.05,0.05,0.05000000000313319,0.05,0.05000000005797638,0.05000000005857656,0.05,9.049999996785676,0.05,0.05000000154974827,0.05,0.05,0.05,0.050000000044898525,0.05
deputies,6,0.05,0.050000000156254346,0.050000002160431954,0.05,0.05,0.05,0.05,0.050000000000962184,0.05,0.05000000019225613,0.05000000015593048,0.05,9.430807706801732,0.05,3.6691922903985916,0.05,0.05,0.05,0.05000000012493054,0.05
descendants,22,3.3440797846333985,0.050000000503095235,0.05000000281394685,0.05,0.05000000046686306,0.05000000068833499,0.05000000018841209,1.760525092657218,0.05000000002420011,0.050000001424757946,6.806022253779061,0.05000000191605311,5.789921627918544,0.05000000185075106,1.0500000001256207,0.05000000063344877,0.05000000020008995,2.2649250607357088,6.3345261613322394,0.05000000805792987
descent,10,3.8681185706142025,0.05,1.0500000000167569,0.05,0.05000000050496128,0.050000001828322156,0.05,4.893939197470484,0.050000001911026125,0.05000000071571433,0.050000001199394586,0.05,3.068348544543751,0.05000000341731705,0.05,0.05,0.05000000084264934,0.05000000179956941,4.3695936750801145,0.05
description,51,4.501732089944215,5.44577965742678,0.05000000076018296,0.05,0.05000000048060561,0.05000000056769672,5.971785130193187,2.713054019434856,4.2890830206479205,0.05000000120813983,6.844805041409104,5.348053985126153,10.958863218600065,0.050000000761605864,0.0500000000197289,2.135463935209597,0.050000000187592715,2.6960014489523285,16.64537844896841,0.050000000053605546
desert,16,0.05000000116093435,0.05000000014694422,0.05000000208485221,0.05,5.393035465217309,0.050000004337303214,0.05000000024558054,0.05,3.5321208453989956,0.05000000051945305,0.050000001556630404,7.668989980470829,3.2116559597428624,0.05000000002946965,0.050000001235519606,0.05000000010880006,0.05000000134050695,0.05000000022264945,0.05000000019915184,1.4441977359433638
design,20,3.064119627284246,0.05000000059930648,3.285756884564965,0.05000000233274892,4.050000000058442,0.05000000006938261,1.050000000052986,1.2311024903202281,0.05000000009294504,0.050000000677953765,6.963079477423758,0.05,2.169205741529172,0.05000000022401363,2.1944654729584996,1.442270300123445,0.05,0.05000000004053562,0.05000000160684756,0.05
designs,14,0.05000000007590055,0.05000000016516554,3.0547204535496095,0.05,0.05000000000223725,0.05,0.0500000014303623,0.05000000010371061,0.050000000057165025,0.05000000184564635,2.166491029048757,0.05000000003058556,10.011034205377502,0.050000000560731894,5.967754305922509,0.05,0.05,0.05000000161957207,0.050000000182374695,0.05
desire,93,13.05435420309029,2.619326212189856,5.472362663969473,0.1908035833992765,0.05000000058930219,0.05000000079021564,0.050000000306501945,16.020808866575408,25.10062955634112,9.606875980306771,10.964351953999698,2.112568017504821,16.13377164737406,6.752322805954076,1.1857302770879028,0.05000000002629491,0.05000000253302997,0.4246180175226374,26.613743819138094,4.497732391250742
desires,12,3.3870007293435336,0.05000000001937142,6.049999960948571,0.05000000040687422,2.69357418416308,0.05000000136973043,0.05,1.06942508294074,0.05000000017841684,0.050000000477515585,0.05000000144852115,0.05000000091782252,0.05000003347662701,0.050000000014644594,0.0500000019667292,0.05,0.05,0.050000001060487624,0.050000001225627144,0.05
desk,7,3.370108601960193,0.05,0.05000000012934629,1.0500000002064753,0.05,0.05,0.05,0.05,0.05000000007738395,0.050000004263846334,2.7981711504258877,0.05,0.0500000001224502,0.05000000128478133,0.05,0.05,0.050000001361048374,0.050000000732701264,1.9817202394014464,0.05
desolation,7,0.050000000030451,0.05000000050473543,0.05000000197903425,0.05,0.05,0.05,0.05,0.05000000001336722,0.05000000001841471,0.050000000071557374,1.5993523872883302,0.05000000129471572,6.500647606564122,0.05000000082431001,0.05,0.050000000338734474,0.05,0.050000000761194714,0.05000000028702487,0.05
despair,40,0.05000000014096756,3.341301047438865,0.05000000193677627,0.05000000079739725,0.05000000022636367,0.050000000121185766,0.8036392460730635,1.2375245112583941,0.05000000012075062,0.05000000113434297,24.733186195657268,4.6204229109363055,13.426166238486394,2.18775984356971,0.05000000010525275,0.050000000613705374,0.05,0.050000000753592476,0.05000000059606833,0.05
desperado,2,0.050000003078998746,0.050000000261058906,0.05,0.05,0.050000000222104685,0.05,0.05,0.05000000106183156,11.04999998903621,0.05,0.050000000345963296,0.05,0.05,0.05000000427936639,0.05,0.05,0.05,0.05000000167668251,0.05,0.05
desperation,6,0.05,0.05,0.05000000001055717,0.05,0.050000000064798704,0.05,0.05,0.05,3.1102765133624484,0.05000000009997957,3.0482749164191882,0.05,0.05000000022146558,0.05000000013874217,1.0499999998264578,0.05,0.05000000009247783,0.9914485697059691,0.050000000034549574,0.05
despotism,9,0.05000000030879599,0.050000000335142604,2.551235063843913,0.05,0.0500000000090179,0.050000000257755854,0.05,0.05000000001069514,0.05,0.05000000089591325,0.050000000169358155,0.6824256205272899,6.663836296774035,0.05000000079641307,0.05000000017482526,0.05,0.05,0.05,1.3025030158748878,0.05
