term_str,doc_count,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
affliction,16,0.05000000151407306,0.05,0.05000000369993529,0.05,2.3561184542317375,0.05000000042637372,0.05,0.05000000001011454,0.0500000014051731,2.1614378995560593,7.668076197539043,0.05000000053764999,0.050000000840761685,0.05000000128444604,0.05,0.05000000005052683,0.05000000010810539,4.0143674384602654,0.05000000029327963,0.05
afraid,15,0.05000000009618312,0.050000000668986994,0.05000000296066935,0.05,0.05000000092748626,0.05000000044029075,1.8794046580201489,0.050000000273465926,0.05000000191446404,0.050000000350372616,4.906869630757823,0.050000000075890734,1.99737425460811,0.05000000115048654,0.050000000082706005,0.05000000012496308,0.050000000391899176,6.416351446811901,0.05000000030482749,0.05
afternoon,120,11.626819216131715,0.050000001297155386,0.0500000000077482,0.05000000005475381,18.282646919184433,0.05000000142336274,0.050000000835810965,15.619548252340985,127.71098561274685,0.05000000080900683,7.497546056119657,0.050000000761713605,3.663381862067997,3.3809592837238345,0.05000000094546352,1.1836845944301722,2.5493826260863743,45.46233718355585,10.572708387564052,1.0499999998637288
afternoons,11,0.05000000105607812,0.05,0.05,0.05,0.05000000059789692,0.050000000031708444,0.05,1.1438688533021186,0.05000000119087647,0.05000000021862975,4.4076772195722285,0.05000000142025278,0.050000000483612764,2.731996425097859,0.05,0.05849677305201753,0.05000000013695554,3.907960713022835,0.05000001076798174,0.05
age,139,9.890516912327207,4.99755880911449,0.05000000065878897,0.05000000017135981,1.0295941031143314,0.050000000930767806,6.795579007834857,8.630128263281428,5.7754712720861505,5.582630645545594,45.05208413274587,3.0871607563437,13.404252928670447,30.01866267206158,2.1092492297659526,4.0213259066024305,0.050000000727171194,46.99121517348725,36.36457017461354,0.05000000986643639
agency,14,0.05000000047948002,0.05,0.05000000010133782,1.0499999990371123,0.050000001707888916,0.05000000009470436,0.05,0.05000000017336315,0.05000000122462577,0.050000001694944805,5.530346303974571,0.05,0.050000000466541974,0.05000000040826997,0.05,0.05,0.0500000013019289,0.05000000099015259,12.569653688309101,0.05
agent,40,4.239459355623198,0.050000000036292375,0.06935818213403085,0.050000000157597674,2.97360763868439,0.05000000109047586,0.05000000005574598,0.05000000013916873,4.056817298911627,7.149346463276126,0.050000000490021616,9.451547935842981,0.46257294801425103,0.05000000042688057,4.07319562805098,0.05,0.050000000651134933,1.1917806540851454,21.507100045533452,11.375213846751253
agents,15,4.03997495726315,0.05000000197297133,2.3806695721984776,0.05,0.05000000012885595,0.050000000801686074,0.05,0.05000000029203114,0.050000000567509216,0.05000000257312515,0.05000000135180359,0.05000000093118465,3.4296817951970144,0.050000000329796665,0.050000001427799486,0.05,0.05,0.05000000166425442,7.639129947470351,1.7605437157856094
ages,31,3.8734616765076724,2.3953630645992083,0.05000000230433333,0.05,3.9364506542326683,3.5038371853562524,0.05,0.050000000918010615,5.933196126695338,0.05000000061421011,6.372941681363326,0.050000002339255,2.478931490909596,0.05000000090243004,0.05,0.05000000008246594,0.050000009626961446,0.05000000067821731,6.249729104774231,1.7060889980415128
agitation,24,2.909280832650929,0.05000000082347755,5.423046835987595,0.05,0.05000000022580221,0.05000000000388736,0.05000000138408865,2.765739100774315,0.05000000019264389,3.1128809183741346,0.050000005413943546,0.05000002746715584,0.05000000338299644,0.05000000036692644,1.3425388301022783,0.05000000023394559,0.05,0.0500000123261635,12.746513430144317,0.05
agony,37,0.05000000200143784,0.05,0.05,0.05000000071355707,0.2427312283293429,0.050000006319505276,0.05000000079957593,0.05000000014582462,2.3206696839356287,7.599709805465566,30.852709370404032,0.0500000005465905,0.05000000119779759,0.05000000055100094,0.05000000007342512,1.0587541684826614,0.9584187470517447,8.7978034226103,0.5692035591248296,0.05000000219185448
agreement,16,0.05000000131285108,0.05,1.229639960434806,0.05,5.107669224793964,0.05000000309353286,0.05000000110858954,5.270185339635399,3.929494714781049,0.05000000015509514,0.05000000074541022,0.050000001530156546,0.0500000009699714,0.050000001243911865,1.04338811507873,0.05,0.05000000107512219,0.05000000108138442,4.719622632912866,0.05
agriculture,28,7.689889817908999,0.05000000045085457,5.079986136320423,0.05,0.050000000005002584,0.05000000027902448,0.05000000002526924,0.050000000021937815,0.05000000001700325,0.05000000018804944,0.05000000011242107,0.7070515334928046,12.530248002263985,0.05000000049574663,5.907721266543189,0.05000000012919976,0.05,0.050000000030743535,15.385103241693477,0.05
ah,15,0.05000000036181351,0.05,0.050000002172446906,0.050000000375724746,0.05000000093306765,0.05000000001966416,1.0887217662452677,2.2136858385850107,0.845646849508125,0.05000000157034923,3.3920328559536195,1.3958575477971564,3.484558507206266,0.05000000002883719,0.782485107701699,1.0500000001302128,0.05,0.050000000248969466,1.197011521113565,0.05
aid,96,18.93601740304043,8.280500101610883,14.90002504630541,0.05000000001462955,16.96268412885388,0.05000000079948538,0.05000000000945858,0.06090443041621575,0.05000000080105832,10.303858043357522,5.384249941556557,0.050000001526713585,22.058760444322836,0.05000000091032626,0.7602388964291326,0.050000000117931674,0.050000002183021475,0.0500000016029967,31.852761554857167,0.050000001236770564
aidedecamp,3,0.05,0.05,0.050000000822665626,0.05,0.05,0.05,0.05,0.05000000000709523,0.05,0.05,0.05000000004994683,0.05,8.04999999909673,0.05,0.05,0.05,0.05,0.05,0.05000000001803037,0.05
aim,28,8.770429879452523,0.05000000005031169,0.05000000212900695,0.05,2.509020490959928,0.050000000675059636,0.05000000002397404,2.1416250317877163,0.29557363288172606,0.050000001021591696,4.377956362778551,0.05000000004555631,2.8537538582173307,2.879212947880455,2.988531105711236,2.0500000005019148,0.050000000044844256,0.05000000189896172,3.633896683832313,0.05000000004675274
