term_str,vector,x,y,stem,n,rank,p,i,stop,max_pos,n_pos,cat_pos,df,idf,tfidf_mean,tfidf_sum,dfidf,pos_grp,logn
said,"[ 0.0663024  -0.15155427 -0.23258908  0.18889393  0.295178    0.10449224
  0.05376603 -0.06573306 -0.19790153  0.47823706  0.09430746  0.05176467
  0.14059961 -0.43281415 -0.14373605  0.3445963   0.31510136 -0.07763617
 -0.6117496   0.16436905  0.06883773  0.01491241 -0.14971748 -0.17172495
 -0.04058761  0.04716503  0.2599959   0.320718   -0.11659554 -0.03233984
  0.00472397  0.11872725  0.13304453 -0.07244606 -0.3366547  -0.00546914
  0.01218861 -0.00790055 -0.11296764 -0.02220549 -0.14248805 -0.04514191
  0.01675372 -0.08668589  0.07520871  0.06372559  0.13187079  0.2679071
 -0.2907175   0.34564    -0.00946776 -0.18778957 -0.01894983  0.08579328
 -0.38803384 -0.13377249  0.17976081 -0.51201785 -0.19250028  0.3679419
  0.1242383   0.16074623 -0.15194266  0.08397035  0.07757377 -0.24579038
 -0.15115958  0.308212   -0.15673348  0.12050171  0.0374157   0.11935675
 -0.17738684 -0.29250607 -0.01650819 -0.03037921  0.00426499  0.15603995
 -0.0599458   0.50897574 -0.1317412  -0.15779218  0.239076    0.2841361
  0.25027654  0.35019043  0.17798969  0.17583276 -0.04430448 -0.083326
  0.05016834 -0.14398901  0.19537611  0.19696124  0.09384005  0.45889524
 -0.02720194 -0.08658257 -0.16110457 -0.21016422 -0.162165    0.01132957
 -0.08524226  0.11843018 -0.10378287 -0.21618877  0.14636293  0.23352832
  0.04518536 -0.20151843  0.0442516  -0.16589257  0.27760938  0.10138134
 -0.4372335  -0.19953834  0.01715703 -0.27143532 -0.05901831 -0.02750476
 -0.10700836 -0.16260022 -0.03605041 -0.10110319 -0.23117076 -0.42618382
  0.1322269   0.01292124  0.16143891  0.3292349  -0.01113916  0.24083775
  0.4408808  -0.15245181  0.06355856  0.14357671 -0.02411352  0.35276517
  0.19708358 -0.30020204 -0.014407   -0.19611795  0.5834106   0.0326151
  0.02504746 -0.02221252  0.24328372  0.11171006 -0.08454072  0.34002408
 -0.1620768  -0.10168936 -0.06157553  0.08783879  0.14454205  0.1629099
  0.23883829 -0.01867204  0.10709609  0.07535932 -0.10539977  0.28697693
 -0.21887065  0.15007256  0.08805849 -0.05598615 -0.46209744 -0.19878124
  0.1818052   0.12815595  0.17537344  0.13732493 -0.1684236   0.01940683
 -0.21757689 -0.1939351  -0.24685669 -0.18593271  0.24210294 -0.2536531
 -0.04749306 -0.18049842  0.14528066 -0.28570098  0.27482292 -0.06153162
 -0.2922579  -0.24526402 -0.23211172 -0.11333384  0.28085423 -0.3346289
  0.2805393   0.07318977  0.04512544 -0.26228845  0.08522948 -0.0759101
  0.13611017 -0.04371959 -0.34647256 -0.08173581 -0.14141202 -0.23280597
  0.16685481  0.03736761 -0.28540406 -0.24454328 -0.02648996 -0.15336281
 -0.1755512   0.07465169  0.07437593 -0.09833908  0.2900148   0.13129821
  0.14161375 -0.06875489  0.06819006 -0.3755633   0.13057637 -0.06885962
  0.2608281  -0.08685202  0.10172562 -0.10766699  0.00534128 -0.03144
  0.0708973  -0.05004532 -0.12754452  0.23260759  0.10629219 -0.33403423
 -0.298201    0.10612815  0.16472942  0.05326866  0.30085155 -0.24084571
 -0.04266022 -0.14474179 -0.05621099  0.10730342  0.21699727  0.3943749
 -0.06273608 -0.15315676 -0.08487388 -0.08392869 -0.36857602  0.27425453
 -0.41672087 -0.0286469  -0.32555467  0.18123403]",-41.897396,7.8066306,said,4724,45,0.0031803480878864017,8.296599608088135,0,VBD,2,"{'NNP', 'VBD'}",412,0.1961425221786228,0.0005708293013871882,0.26943143025475286,80.8107191375926,VB,8.460411177317253
time,"[ 0.13392797  0.02429962  0.06838277  0.12498771  0.19330159  0.29623568
  0.16298635  0.10021853 -0.08341782  0.20671143  0.0166267  -0.19318274
 -0.08143474 -0.00102547  0.00634637  0.07357156  0.05591343 -0.02468904
 -0.25961816  0.23362346  0.00259832  0.15841031 -0.19371456 -0.17909387
 -0.27694926  0.02090971  0.12393437  0.0900553   0.08039813  0.05967309
 -0.01333716  0.07248552 -0.15340333  0.04426408 -0.03052343 -0.06058961
  0.08478961 -0.03719929 -0.11361877 -0.01645008 -0.27966338  0.12701946
 -0.01625404 -0.01883074  0.12206713 -0.04418143  0.18110397 -0.07259919
  0.05483852  0.0567658  -0.02946298  0.04977938 -0.00148998 -0.03751287
 -0.13268232  0.05811462  0.17773975 -0.21739961 -0.04691201  0.14199154
 -0.04914772  0.03798232 -0.18516682 -0.01225445  0.37103248 -0.25619125
 -0.0349607   0.27112487 -0.22031957 -0.14037816  0.00453899  0.064843
 -0.22336803 -0.12024704 -0.05453227 -0.17437643  0.03216098 -0.11698827
 -0.04632555  0.1373922  -0.07354476 -0.06960384  0.12551194  0.14461383
  0.201238   -0.09698109  0.1671105  -0.17661804 -0.0205195   0.16176155
  0.23731336 -0.28997043 -0.17660719 -0.08205138  0.14839543  0.2821059
 -0.14478222  0.06649618 -0.01517261 -0.05069121 -0.19248563 -0.16115807
 -0.05949628  0.03249994 -0.08361634  0.09706281  0.02501454 -0.03187263
 -0.19774432 -0.269559   -0.12795016 -0.05911253  0.17555763 -0.10429703
  0.07676131  0.13306236  0.06217682  0.00798742 -0.01965246 -0.03801165
 -0.06659699 -0.06751945  0.07210933 -0.0124052  -0.11333673 -0.05523515
  0.23183459  0.12149084  0.16631754 -0.106011    0.03841603  0.23377095
  0.1866849  -0.22904153 -0.16116734  0.08711263 -0.0554706   0.02764755
  0.25480834  0.1366853   0.01268287  0.02230639  0.3866227   0.06358233
 -0.18904808  0.24796519  0.18534638  0.15601975 -0.03713121  0.13845399
 -0.04149894 -0.20630318 -0.14883822 -0.03458077 -0.01156181  0.24545793
  0.13991757 -0.09611074 -0.04599119 -0.07797741  0.02012435 -0.04848757
  0.03119514 -0.1143999   0.03284823 -0.09767871 -0.02587564  0.15738547
  0.2377858   0.31932425  0.0851786   0.13419378  0.0060598   0.03844002
 -0.05428842  0.08601648 -0.25242835 -0.10457926  0.31200498 -0.06693394
 -0.15944465  0.19705445  0.16817322 -0.14037181  0.04833838 -0.01331704
 -0.10399541  0.13888268  0.0374335  -0.18798877  0.04637197 -0.06824725
  0.24684823 -0.06741732  0.05141759 -0.07088847 -0.01316055 -0.07669557
 -0.04716574 -0.1850456   0.02591514 -0.21688984  0.14289258 -0.05613527
 -0.01217823 -0.10294276 -0.15003692  0.02688689 -0.00422148 -0.00392981
  0.04659372  0.04905244  0.0076157  -0.12260056  0.08287984 -0.04225149
  0.04687479  0.00367709 -0.21514654  0.0329515   0.12727699  0.2361709
  0.03835579 -0.06684043  0.04859041 -0.12505503 -0.02719709  0.03245398
 -0.12307875  0.05666332  0.10182501  0.00058465 -0.04199719  0.06933749
  0.09640939  0.04724354  0.00407564  0.09791977  0.07908635  0.02824001
  0.08375207 -0.05590752  0.04045125  0.0659404   0.01685454 -0.03858337
  0.078574    0.0553947  -0.1680892   0.02367798 -0.01583905  0.04079003
 -0.03582683  0.04759688 -0.02725043 -0.06266279]",2.904809,-20.456425,time,3243,60,0.0021832914583013547,8.839279549029486,0,NN,3,"{'IN', 'NN', 'NNP'}",447,0.07851202817852344,0.00018148421897230783,0.0856605513549293,35.09487659579998,NN,8.084254106307318
people,"[ 0.07751308 -0.1409038   0.09078757 -0.13876832  0.03430115  0.09536321
 -0.00647361 -0.26772028 -0.13099402 -0.02923839 -0.2144876   0.07356615
 -0.06692164 -0.3522717   0.10527413  0.20472509 -0.18032898 -0.14900045
  0.31574687  0.18761161 -0.23679063  0.10687923  0.11457327 -0.13126676
 -0.16830076  0.17375317  0.11365869 -0.17151089 -0.14683712 -0.11742403
 -0.06304005  0.14101931  0.10316943 -0.0693847  -0.00907071  0.18951654
  0.35950044 -0.11912023  0.09164543 -0.51859295  0.02979854  0.24850434
 -0.06189948  0.08575351  0.29451782 -0.02011613  0.03475904 -0.29773384
  0.1499649  -0.00937049  0.25283533  0.03078029 -0.04908055  0.12844858
 -0.09176688  0.01334615  0.12244186  0.05675564  0.24808045  0.00528254
 -0.2169399   0.096916   -0.02618867  0.2820414   0.01028613  0.1274853
 -0.1633356  -0.08802159  0.07371795  0.16653723  0.24989575  0.10215671
  0.02075927  0.01231276  0.1109704   0.04636131 -0.21225303 -0.26193923
  0.18107787  0.2354661   0.12083361 -0.13437796 -0.00166923  0.27830267
 -0.00959126  0.2721248  -0.11527146  0.00323832 -0.37575322 -0.05893845
 -0.12973459  0.01897452  0.01303386 -0.13725899  0.10553699  0.21106273
  0.11123057  0.10911425 -0.2039      0.18962052  0.02734002  0.22216214
  0.12411766 -0.01593241  0.13982092 -0.08654159  0.2979248   0.25636566
  0.04449079 -0.02874214  0.08288027  0.00265569  0.02647724  0.05368891
  0.22048257 -0.16404174  0.1559378   0.03943632 -0.1402028   0.2525005
 -0.0041388  -0.07672242  0.2174608  -0.2188627  -0.19533837  0.02903476
  0.00909878 -0.12472032 -0.18701617  0.01076684  0.24835086 -0.09046155
  0.03434759 -0.2424635  -0.19656935 -0.13169622  0.19539315 -0.13540168
  0.22054742 -0.09768482 -0.10012219 -0.10918465  0.15825428  0.15373954
 -0.01184315 -0.17933571  0.1557318  -0.11061011  0.12195348  0.08050866
  0.16075264 -0.3002318  -0.05427886  0.03629492 -0.2558005  -0.09685431
  0.3832685  -0.1496156  -0.17422453 -0.32565117  0.17927508 -0.18389687
  0.19055061  0.02027789  0.19169769  0.01974732  0.058523   -0.17087393
  0.15854652  0.03083982  0.13950399 -0.08984704  0.02163501  0.00978184
  0.06863064 -0.17737663  0.00661888  0.12729463  0.11613438 -0.0056727
 -0.07233138  0.1828643   0.28546515  0.09383056  0.27419144  0.26467532
 -0.25284603 -0.16618212 -0.03031754  0.00061116  0.38647777 -0.2206188
  0.07126509 -0.00329123  0.3239132  -0.11855879 -0.15724303  0.02799663
 -0.26263     0.07501135 -0.50301707 -0.18792295 -0.04212504 -0.14720827
 -0.00218785 -0.08262169 -0.25057817 -0.19233875  0.10984705  0.20450658
 -0.03846874  0.25807515  0.33358648  0.26931617 -0.18780927 -0.0694757
  0.4273011   0.03267473 -0.2640896   0.13208081  0.15032741  0.1870482
 -0.1598678  -0.10943233 -0.01891757  0.02557222 -0.17050076  0.18763095
 -0.06291471  0.02729933 -0.4625166  -0.14503078  0.3145987  -0.01656704
 -0.08604694  0.30418092  0.01047325 -0.18922509  0.27629185 -0.04695695
 -0.04140689  0.08461732 -0.04362177  0.12285942 -0.11361779 -0.11530701
  0.2896848   0.36600596 -0.26162475 -0.03784584  0.1955208   0.20810962
 -0.2073133   0.02469113 -0.12414241  0.12153244]",43.90343,7.620039,peopl,3157,64,0.0021253935041188336,8.878054312172306,0,NNS,4,"{'NN', 'NNS', 'NNP', 'NNPS'}",365,0.3708903955944617,0.0007429284095967026,0.35066220932964365,135.3749943919785,NN,8.057377488557991
man,"[-0.13466     0.05937665 -0.13765228 -0.12871549  0.13814333 -0.15849546
  0.09942637  0.12926704 -0.10984353  0.37554657  0.17759201  0.02462747
 -0.25486875 -0.24920173 -0.13174774  0.08949598  0.2304051  -0.0171797
 -0.4276164   0.0740594   0.17622787 -0.11552771 -0.17149796  0.09042022
  0.08584249 -0.06112128  0.2087366   0.15305376 -0.20309128 -0.12654504
 -0.1485069  -0.03057398 -0.13870063 -0.12525213 -0.15820426  0.00382572
  0.01132708 -0.22654007  0.12358332 -0.07769289  0.15047337  0.26885992
  0.05240242 -0.32075033 -0.06405823  0.09395859 -0.04904001  0.227728
  0.14437918  0.27940756 -0.08829416 -0.1036491   0.11039821  0.03638652
 -0.22051734 -0.21560818 -0.01594449 -0.06478766 -0.20413181  0.27036792
  0.28496146  0.05349781 -0.16299643  0.00509781  0.13872476 -0.07180326
  0.00713794  0.25714004  0.01347666  0.06345334  0.06692237 -0.10923839
 -0.16388929 -0.3343735  -0.02916753 -0.2511275  -0.04504712 -0.16798395
 -0.21732175  0.24737623 -0.19836083 -0.28856975  0.346386    0.32311028
  0.08341675  0.16105446  0.0286983  -0.3124787  -0.274382    0.09518963
  0.25224203 -0.14326872  0.13747054 -0.11030754  0.00288699  0.3972303
 -0.42671046 -0.3417647   0.00284863 -0.29968402  0.03141949  0.12281454
 -0.02211194  0.06231588  0.20171708 -0.07332163  0.03931842  0.37196302
  0.22824311 -0.3914372   0.24085143 -0.15171495  0.01887346  0.13533549
 -0.36229435 -0.23335813  0.03673647  0.12938249  0.01759916  0.06042464
 -0.2975598  -0.17173909 -0.17101443 -0.02798972 -0.08007324 -0.15399154
 -0.03388529  0.07158247  0.08568332  0.1408667   0.23623471  0.02747606
 -0.02085616 -0.07032979 -0.15918157 -0.11885716  0.02635655  0.354993
 -0.04022884 -0.03380746  0.21747534 -0.01865118  0.05100805  0.02970837
 -0.14163584  0.02764208  0.03367795  0.17286666  0.00211944  0.26758647
 -0.03727441 -0.11158977 -0.23533648  0.15315303 -0.14546603  0.09931748
  0.00302628  0.18345788 -0.14221072  0.29625803 -0.11665516  0.12470713
 -0.18866244 -0.11137334  0.22133796  0.13487814 -0.15668686  0.06436954
  0.04560765  0.06712992 -0.12829933  0.00359088 -0.03899147 -0.04946633
  0.1775023  -0.20933099 -0.28322724 -0.08140649  0.19050132 -0.29388836
  0.06009295 -0.11298038  0.1291318  -0.07365329  0.07786893 -0.15413566
  0.07130399 -0.05305839 -0.19172505 -0.20379926  0.11792274  0.0723521
  0.23461175  0.05289331  0.22020711 -0.38282487 -0.04919401 -0.1407801
 -0.2182239  -0.09045652 -0.1884759   0.116441    0.120943   -0.14902458
  0.06032421  0.08500482 -0.13158454 -0.32060152 -0.07285336  0.00135087
 -0.04459457 -0.22201714 -0.07358433  0.07581748  0.09507065 -0.00167917
  0.01595317  0.17610766 -0.25340992 -0.01323953  0.05768642 -0.13379219
  0.1974213  -0.11405942  0.0688585  -0.21435677  0.0612218   0.03899625
  0.14811422  0.05899215 -0.21414565 -0.15015736 -0.15642491 -0.22100885
 -0.33034468 -0.03686    -0.05347718  0.25250047  0.16882567 -0.08319107
 -0.1925985  -0.09169155 -0.07634389  0.12953767  0.11078399  0.25991878
 -0.1008119  -0.11373736  0.05526282 -0.07167441 -0.09685158  0.43670446
 -0.17628169 -0.04958298 -0.22072485  0.05610441]",0.8465205,-9.293329,man,2941,66,0.001979975386637152,8.980301788598227,0,NN,4,"{'JJ', 'NN', 'NNP', 'VB'}",427,0.14455078974135074,0.00029817885268143893,0.14074041846563917,61.72318721955677,NN,7.9865049385539955
went,"[ 0.11160399 -0.21446733  0.0408662   0.2818533   0.22020751  0.38385862
  0.30484983 -0.15244024 -0.11635949  0.30850387  0.24253024 -0.05464753
  0.24066305 -0.12899575 -0.18472554  0.16839255  0.2582515  -0.03268623
 -0.1466458   0.35451323 -0.04003825  0.30141592 -0.23398063 -0.27076837
 -0.17303884 -0.19664606  0.05189232  0.24405995  0.03524274  0.16000941
  0.17650937  0.03347816  0.00128408 -0.17603856 -0.10373587 -0.28147218
  0.2306965   0.19449592 -0.27469444  0.18124974 -0.3957677  -0.12871619
  0.11307093  0.27156445 -0.05659442 -0.05453414  0.16325149 -0.07948
 -0.25951186  0.22970708 -0.02632598  0.05500043 -0.1830311  -0.22415315
 -0.27497277  0.03143492  0.26386172 -0.7383643  -0.05840079  0.20702985
 -0.07498521 -0.01407529 -0.49336722 -0.19913456  0.46417633 -0.42397735
 -0.11727862  0.41174093 -0.5799404   0.01246756 -0.13726176  0.05658032
 -0.22206101 -0.08741225  0.03161185 -0.09580699  0.01178956 -0.08362054
 -0.14607963  0.0319827   0.08082797  0.2654783   0.17954049  0.22668451
  0.14608452  0.19881395  0.36885044  0.00979994  0.10321918  0.08389121
  0.04456808 -0.30793166 -0.06912468  0.00581425  0.3238287   0.31123447
  0.09539983  0.2194579  -0.14451006  0.09859381 -0.13252302 -0.2249882
  0.08813813 -0.00654761 -0.09089439  0.05698486  0.28883064 -0.1064461
 -0.49847138 -0.34125692  0.00419542  0.13631698  0.34631237 -0.03828543
  0.09031087  0.15854923  0.19209169 -0.08044938 -0.11280288 -0.00133183
  0.161634    0.02774261 -0.15252888 -0.00612933 -0.09540095 -0.0461001
  0.07518736  0.11797256  0.23737106 -0.20271952 -0.00414663  0.198999
  0.29280695 -0.28355893 -0.08203364  0.07334393 -0.10434956  0.03688064
  0.2894036   0.2089958  -0.07999475  0.08824924  0.1810611   0.01315746
 -0.0012515   0.47274086  0.0975439   0.11985447 -0.1677495   0.03634658
  0.01990446 -0.06532265  0.1830293  -0.08696342  0.24362575  0.24425936
  0.18828999 -0.02872785  0.14607616  0.00411848  0.05775449  0.19232455
  0.08229745 -0.0992616  -0.06614447 -0.25319242 -0.38779312  0.07712366
  0.31444234  0.19481063  0.05014336  0.2773469  -0.1990361  -0.0679232
 -0.13354295  0.06887898 -0.30100748 -0.24543895  0.31461275 -0.13555947
 -0.24240336 -0.02040429  0.20266286 -0.1825161  -0.04128691  0.11791246
 -0.1795277  -0.08723719 -0.32050848 -0.08412522  0.03881157 -0.363228
  0.15293571 -0.23110288 -0.02888579  0.27662626  0.16442911  0.08602502
  0.2133961  -0.08695509 -0.37452963 -0.21464428 -0.0166702  -0.15899831
  0.1575388  -0.22838797 -0.4945196   0.14296113 -0.1429492  -0.0423282
  0.17111099  0.15864986  0.15673995 -0.33095077  0.12218229 -0.17110726
  0.09573789  0.06808852 -0.1479637  -0.31680042  0.04918791  0.08565935
  0.25115806 -0.24666415  0.36462882  0.17532551  0.10290075 -0.04784211
 -0.06017853 -0.08395178  0.06564054 -0.01579751 -0.12742266  0.11267188
 -0.22629388  0.23590243  0.05995745  0.16988064  0.25398675  0.05527394
 -0.06984269  0.03235511 -0.19189744  0.04740252  0.2012295  -0.07669571
  0.29611203  0.32810688 -0.25293946 -0.03728722  0.09042526 -0.04807562
 -0.16225584  0.13416101 -0.2546623   0.02343173]",-8.3918085,-55.27475,went,2440,73,0.0016426861419226969,9.249727425035044,0,VBD,3,"{'NN', 'VBD', 'NNP'}",361,0.3867880224746702,0.000602105532019921,0.2841938111134027,139.63047611335594,VB,7.799753318287247
go,"[ 4.51233275e-02 -2.37036824e-01 -2.31030405e-01  3.00701082e-01
  9.60098580e-02  3.91918570e-01  1.37044221e-01 -3.89351785e-01
 -2.33100012e-01  2.19501466e-01  1.08623773e-01  6.49892390e-02
  3.93316597e-01 -2.73620665e-01 -6.79375902e-02  2.62199193e-01
  3.24108839e-01 -7.98865706e-02 -2.38200545e-01  6.97334334e-02
 -1.77110314e-01  1.68673798e-01 -1.12745270e-01 -3.60488445e-01
 -1.55864269e-01  1.27116963e-01  7.64414966e-02  2.81199127e-01
 -5.34460023e-02  5.07246628e-02  2.15915129e-01  1.95355147e-01
  2.47528493e-01 -2.22229376e-01 -1.72482401e-01 -9.97116882e-03
  1.52461743e-02  8.29630345e-02 -4.50800389e-01 -7.07186759e-02
 -4.15651202e-01 -1.23527147e-01 -5.88842146e-02  1.92128897e-01
  1.13536812e-01 -1.82852894e-01  1.69064820e-01 -1.01604336e-03
 -3.73494893e-01  1.66315675e-01  1.03138633e-01 -1.89182363e-04
 -8.55613053e-02  2.11531147e-02 -2.35284671e-01 -3.06990407e-02
  2.34482259e-01 -6.37007177e-01  6.55266866e-02  3.23606461e-01
 -4.26855013e-02  1.66290551e-01 -2.47939676e-01 -1.24444865e-01
  6.23032004e-02 -1.53645188e-01 -1.92821696e-01  2.85924107e-01
 -3.29063743e-01  4.30466942e-02 -5.65477721e-02  1.20406054e-01
 -7.44581446e-02 -1.50765747e-01  1.60852373e-01  2.91010570e-02
 -1.14390023e-01  1.37643099e-01  1.72276884e-01  2.36011520e-01
  2.14436814e-01  8.58329143e-03  1.56749040e-01  1.68819189e-01
  2.05527917e-01  3.70652258e-01  1.23336054e-01  8.86198059e-02
  8.77386481e-02 -1.43100798e-01 -1.61762223e-01 -3.51618440e-03
  1.19556695e-01  2.29836896e-01  2.46989623e-01  2.86002219e-01
  2.42004380e-01  2.89781749e-01 -3.82341117e-01  9.27428305e-02
 -3.47099066e-01 -2.29613259e-01  1.21561237e-01  5.70836067e-02
 -2.20328659e-01 -1.18470095e-01  1.95584312e-01  7.01620132e-02
 -1.42692983e-01 -1.02463566e-01 -1.14530221e-01  4.55890372e-02
  2.60023028e-01  1.08291574e-01 -1.16077982e-01  5.79656325e-02
  2.33431369e-01 -3.24540675e-01 -1.69987410e-01  1.05152674e-01
  1.17011994e-01 -8.75861421e-02 -9.58645623e-03 -2.41865441e-01
 -2.14458123e-01 -3.48319501e-01  1.67888120e-01 -3.82251441e-02
  1.26280233e-01  7.19742253e-02  5.24703264e-02  2.04545781e-01
  5.80659747e-01 -3.10218841e-01 -5.06980233e-02  3.21902223e-02
  8.04382116e-02  1.82797462e-01  3.40420842e-01 -1.12573475e-01
 -3.00885797e-01 -2.61826292e-02  5.35329700e-01  1.16738401e-01
  1.35454744e-01  6.61043525e-02  3.66259754e-01 -6.35019392e-02
 -1.51377544e-01  1.39953598e-01 -3.73319611e-02 -1.10018812e-01
  1.11706212e-01  4.57169898e-02  3.32185507e-01  1.38420865e-01
  2.66661197e-01 -1.68023482e-01  1.85852990e-01 -1.45580471e-01
  9.53969732e-02  3.14283073e-01 -1.80505328e-02 -5.41821085e-02
  1.09373234e-01 -1.89161420e-01 -3.88748378e-01 -2.89857656e-01
  2.59829074e-01  3.49373400e-01  3.96048337e-01  2.42811814e-01
 -1.87505186e-01  2.77580135e-02 -3.71422797e-01 -1.98086491e-03
 -2.18058094e-01 -1.19271062e-01  3.21663469e-01 -1.88305050e-01
 -5.69303185e-02  4.64186780e-02  1.91302702e-01 -3.65699232e-01
  2.12099507e-01  7.90207088e-02 -3.42382163e-01 -3.18418771e-01
 -1.96253628e-01  6.97286054e-02  2.82917887e-01 -5.98423064e-01
  7.36268684e-02 -1.51715219e-01 -3.08261849e-02 -3.73068545e-03
  2.43744299e-01  6.78774416e-02  2.41604298e-01  2.61846986e-02
 -5.58587551e-01 -3.35229009e-01 -2.40195990e-01 -1.61504924e-01
  1.54285252e-01 -9.08231363e-02 -5.47935188e-01 -2.73094643e-02
 -9.73891988e-02 -4.75021526e-02 -2.03606430e-02  3.06519002e-01
  3.05782437e-01 -9.14607272e-02  2.46599659e-01 -1.04878344e-01
  8.39772969e-02 -8.16062540e-02  1.06708959e-01 -3.36008251e-01
  6.69829249e-02  1.30625054e-01  2.28019208e-01 -2.26447448e-01
  1.70462593e-01  1.52416572e-01  9.31003317e-02 -4.17289250e-02
 -1.51423231e-01 -9.84602869e-02 -2.35257879e-01  3.18420306e-02
  1.44174412e-01 -6.82077557e-02 -1.46244749e-01  4.07429606e-01
  2.62526214e-01  1.75486561e-02  2.97757387e-01 -2.38339871e-01
  5.41602373e-02  1.48814535e-02 -1.67714775e-01  5.70480600e-02
  1.71104267e-01  2.47841686e-01  1.96267962e-01  3.10005933e-01
 -2.55041212e-01 -1.01529740e-01 -2.40238100e-01  1.27157629e-01
 -4.61751908e-01  2.76350528e-02 -4.39755350e-01  2.27676779e-01]",-40.147053,0.28325623,go,2386,75,0.0016063316125522764,9.282014529790064,0,VB,7,"{'NNP', 'VBP', 'VBN', 'NNS', 'JJ', 'NN', 'VB'}",380,0.3127874410308935,0.00048667143381204866,0.22970891675928698,118.85922759173954,VB,7.777373602657861
came,"[ 0.09183525 -0.15869641 -0.04487451  0.21541381  0.12754291  0.19124691
  0.21021943  0.00565043 -0.08002102  0.3590375   0.27615118 -0.06914212
  0.19187139 -0.17471261 -0.15713386  0.23451535  0.25071776  0.00785802
 -0.24872786  0.2414328   0.11147507  0.1995884  -0.22487506 -0.18257238
 -0.08872794 -0.2141658   0.05552329  0.2259545  -0.01085008  0.08002978
  0.1495061  -0.07704733  0.04252509 -0.12602599 -0.172925   -0.18256888
  0.18354553  0.18487525 -0.12249435  0.22093639 -0.26936796 -0.05376757
  0.07289086  0.2561669  -0.08301442  0.05221594  0.0496774   0.06184816
 -0.27344453  0.25273788 -0.05543448  0.0754128  -0.1443354  -0.17863369
 -0.20307027 -0.05522321  0.13675965 -0.637957   -0.20049156  0.24549733
  0.04548509 -0.05140207 -0.46585268 -0.22952506  0.4055416  -0.41989797
 -0.06333517  0.33872497 -0.46276918  0.11687655 -0.17982459  0.07402501
 -0.14156081 -0.07988887  0.02591188  0.02650787  0.09182304 -0.06597356
 -0.1887247  -0.01055251 -0.05807204  0.2934429   0.15222053  0.23879841
  0.02722088  0.27148202  0.37442854  0.08124894  0.08669761 -0.00607983
  0.00643114 -0.19460511  0.0175924   0.00772719  0.27321598  0.25588053
  0.06059692  0.05642876  0.01251843  0.04405061 -0.11429738 -0.20923968
  0.08849657  0.02107313 -0.11000742 -0.00331535  0.34108022 -0.0476728
 -0.33666298 -0.23165703  0.06681788  0.03463345  0.19481248  0.02169994
 -0.08140104  0.10491738  0.1469279  -0.00640828 -0.06178298  0.02014316
  0.1193901  -0.03719718 -0.07507885  0.00958569 -0.15642111 -0.13783114
  0.03739197  0.07078982  0.23392728 -0.11442319  0.0174917   0.1434488
  0.13950631 -0.25571898  0.01430418  0.04284099 -0.0334648   0.04393997
  0.20009024  0.16492274 -0.04298064  0.07100444  0.03228529 -0.04255601
 -0.01680914  0.45685956  0.04221923  0.13652535 -0.03380338  0.04257769
 -0.07876569 -0.03798911  0.13089685 -0.01092576  0.07286391  0.22592205
  0.16955504  0.08337624  0.13589935  0.11030721  0.08009129  0.27632517
  0.05261472  0.02360558  0.00201473 -0.20525229 -0.38693738  0.10156531
  0.25584662  0.04927143 -0.02436884  0.15653287 -0.11169    -0.10087068
 -0.14256844  0.0243539  -0.17478001 -0.20714042  0.31360862 -0.16119057
 -0.19856778 -0.09236129  0.11697888 -0.13541095 -0.03454599  0.04046822
 -0.21035269 -0.09313949 -0.3268837  -0.08839443  0.0262924  -0.29965803
  0.17148073 -0.14574558  0.03306218  0.17513447  0.11723971  0.05124374
  0.2002682  -0.07339739 -0.40283862 -0.13500276 -0.00708372 -0.10298498
  0.23066364 -0.14488754 -0.50407267  0.01330632 -0.19502407 -0.08623491
  0.18352875  0.1134795   0.12691729 -0.26855245  0.16713089 -0.14859758
  0.12952398  0.12331307 -0.11235604 -0.31560633 -0.03809433 -0.11239249
  0.21983156 -0.19257294  0.37709853  0.09665031  0.12158442 -0.01356438
 -0.01292643 -0.07871287  0.09387898 -0.01151617 -0.10838684  0.01876245
 -0.3631554   0.17128634  0.12760864  0.21742228  0.15146822  0.06408826
 -0.14843105 -0.0489127  -0.25436664  0.11033995  0.2392422   0.07827758
  0.1508952   0.15346207 -0.24287036 -0.03988716 -0.03589751 -0.01433216
 -0.21443124  0.10093126 -0.29476345  0.0352824 ]",-12.143294,-51.109646,came,2207,78,0.001485823080009587,9.394521943205678,0,VBD,5,"{'NNP', 'VBP', 'VBD', 'VB', 'NN'}",383,0.3014424674368841,0.00044071803818747005,0.20801891402448586,115.4524650283266,VB,7.699389406256737
